row_type,dataset,metric,configuration_left,configuration_right,common_windows,full_spearman,segmented_trend_agreement,major_high_value_overlap,configuration_pair_count,full_spearman_q25,full_spearman_q75
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_ry_with_corrdist,8717.0,0.8962579778822913,1.0,0.6133209990749307,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_ry_with_corrdist,8717.0,0.9459847640899987,1.0,0.4880546075085324,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rs_with_corrdist,8717.0,0.977145234650298,1.0,0.9818181818181818,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rs_with_corrdist,8717.0,0.9881386131378075,1.0,0.867237687366167,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rs_with_corrdist,8717.0,0.9845028112066342,1.0,0.867237687366167,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rs_with_corrdist,8717.0,0.9856381584600165,1.0,0.9228224917309813,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b500_diagonal_full_without_corrdist,8717.0,0.22140513343660312,0.6,0.033787788974510964,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b500_diagonal_full_without_corrdist,8717.0,0.8299570246382734,0.8,0.48047538200339557,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b500_diagonal_full_without_corrdist,8717.0,0.6727263699350733,0.8,0.29569093610698366,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b500_diagonal_full_without_corrdist,8717.0,0.8585339394391938,0.8,0.5419982316534041,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rx_without_corrdist,8717.0,0.47766034320961753,0.6,0.05569007263922518,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rx_without_corrdist,8717.0,0.8170797461093126,0.8,0.4754653130287648,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rx_without_corrdist,8717.0,0.6474457420443245,0.6,0.2995529061102832,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rx_without_corrdist,8717.0,0.8637395294336457,0.8,0.5811423390752494,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_ry_without_corrdist,8717.0,-0.31379235923010707,0.2,0.0,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_ry_without_corrdist,8717.0,0.7046852553056433,0.8,0.437757625721352,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_ry_without_corrdist,8717.0,0.544847058040354,0.8,0.24838940586972083,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_ry_without_corrdist,8717.0,0.6461386622928058,1.0,0.4509151414309484,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rs_without_corrdist,8717.0,0.5519960399442837,0.8,0.09273182957393483,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rs_without_corrdist,8717.0,0.8138202683075888,0.8,0.3710691823899371,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rs_without_corrdist,8717.0,0.6304765229495433,0.6,0.26744186046511625,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b500_diagonal_no_rs_without_corrdist,8717.0,0.8643778789642433,0.8,0.5912408759124088,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_full_with_corrdist,8717.0,0.9905574193706653,1.0,0.9863325740318907,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_full_with_corrdist,8717.0,0.9955316584897411,1.0,0.9122807017543859,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_full_with_corrdist,8717.0,0.9955823379393688,1.0,0.9464285714285714,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_full_with_corrdist,8717.0,0.998002331126851,1.0,0.963963963963964,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rx_with_corrdist,8717.0,0.984355523864796,1.0,0.9683972911963883,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rx_with_corrdist,8717.0,0.9720893961826615,1.0,0.6932038834951456,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rx_with_corrdist,8717.0,0.9459675564817825,1.0,0.6562203228869895,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rx_with_corrdist,8717.0,0.9751510261112178,1.0,0.6641221374045801,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_ry_with_corrdist,8717.0,0.9001067783198942,0.8,0.05696969696969697,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_ry_with_corrdist,8717.0,0.9457260973879934,1.0,0.4957118353344768,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_ry_with_corrdist,8717.0,0.8998082219747643,1.0,0.6148148148148148,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_ry_with_corrdist,8717.0,0.9575017280693873,1.0,0.4692502106149958,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rs_with_corrdist,8717.0,0.9914611380733579,1.0,0.9840728100113766,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rs_with_corrdist,8717.0,0.9873339900459519,1.0,0.7887179487179488,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rs_with_corrdist,8717.0,0.9817471897459892,1.0,0.7868852459016393,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rs_with_corrdist,8717.0,0.9885364190136192,1.0,0.8833693304535637,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_full_without_corrdist,8717.0,0.6255174504245797,0.8,0.37214791502753736,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_full_without_corrdist,8717.0,0.8325642988914049,1.0,0.3885350318471338,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_full_without_corrdist,8717.0,0.6446033347921659,0.8,0.28329654157468726,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_full_without_corrdist,8717.0,0.81264606100368,0.6,0.511265164644714,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rx_without_corrdist,8717.0,0.6010430154595491,0.8,0.3252279635258359,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rx_without_corrdist,8717.0,0.8178354377092163,1.0,0.38743038981702466,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rx_without_corrdist,8717.0,0.631658412350164,0.8,0.2851879145173176,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rx_without_corrdist,8717.0,0.844740704311686,0.6,0.5338610378188214,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_ry_without_corrdist,8717.0,0.30463400344304026,1.0,0.0679730557256583,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_ry_without_corrdist,8717.0,0.7226954392403733,1.0,0.3142426525998493,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_ry_without_corrdist,8717.0,0.5012441512642394,0.6,0.24216524216524216,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_ry_without_corrdist,8717.0,0.6589198155414618,0.6,0.4533333333333333,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rs_without_corrdist,8717.0,0.627436402485965,0.8,0.4533333333333333,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rs_without_corrdist,8717.0,0.8056944763732958,0.8,0.3732283464566929,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rs_without_corrdist,8717.0,0.6247720242058309,0.8,0.27206418672501825,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_mahalanobis_no_rs_without_corrdist,8717.0,0.8476763730762974,0.6,0.5392762577228597,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_diagonal_full_with_corrdist,8717.0,0.9883889773171342,1.0,0.997709049255441,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_diagonal_full_with_corrdist,8717.0,0.9877339783913933,1.0,0.8935939196525515,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_diagonal_full_with_corrdist,8717.0,0.9879751390480818,1.0,0.9420935412026726,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_diagonal_full_with_corrdist,8717.0,0.9889701512777126,1.0,0.9060109289617486,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rx_with_corrdist,8717.0,0.9867498034341309,1.0,0.9617547806524185,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rx_with_corrdist,8717.0,0.9693386465677342,0.8,0.6948493683187561,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rx_with_corrdist,8717.0,0.9529856620045679,1.0,0.7250247279920871,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rx_with_corrdist,8717.0,0.968698440904391,1.0,0.5571428571428572,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_ry_with_corrdist,8717.0,0.9027295775525399,0.8,0.06082725060827251,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_ry_with_corrdist,8717.0,0.9265947753060307,0.8,0.49699570815450644,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_ry_with_corrdist,8717.0,0.8866143263025817,1.0,0.6103416435826408,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_ry_with_corrdist,8717.0,0.9397902237642207,1.0,0.4893253629376601,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rs_with_corrdist,8717.0,0.9923205799463055,1.0,0.9954233409610984,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rs_with_corrdist,8717.0,0.985393131889743,1.0,0.851380042462845,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rs_with_corrdist,8717.0,0.9854843917738904,1.0,0.8455026455026455,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rs_with_corrdist,8717.0,0.9867727781812499,1.0,0.9270718232044199,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_diagonal_full_without_corrdist,8717.0,0.5880134584442825,0.8,0.26836363636363636,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_diagonal_full_without_corrdist,8717.0,0.7665409667014618,0.8,0.34050730207532665,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_diagonal_full_without_corrdist,8717.0,0.568793013366078,0.6,0.22128851540616246,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_diagonal_full_without_corrdist,8717.0,0.844477807730737,0.6,0.5125758889852559,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rx_without_corrdist,8717.0,0.5948928981112784,0.8,0.32825590251332826,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rx_without_corrdist,8717.0,0.721761062769896,0.8,0.32221379833206976,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rx_without_corrdist,8717.0,0.5297642478841219,0.6,0.21533101045296169,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rx_without_corrdist,8717.0,0.826385964372328,0.6,0.4521232306411324,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_ry_without_corrdist,8717.0,-0.15580422969602992,0.4,0.0,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_ry_without_corrdist,8717.0,0.7094720677004592,0.6,0.43303204601479045,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_ry_without_corrdist,8717.0,0.549888556997528,0.6,0.23863636363636365,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_ry_without_corrdist,8717.0,0.6559461522899348,0.6,0.4533333333333333,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rs_without_corrdist,8717.0,0.5911355340511295,0.8,0.3202119606358819,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rs_without_corrdist,8717.0,0.7203385376633203,0.8,0.3112781954887218,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rs_without_corrdist,8717.0,0.5240605488315444,0.6,0.19944979367262725,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b1000_diagonal_no_rs_without_corrdist,8717.0,0.825891842030227,0.6,0.4201954397394137,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_full_with_corrdist,8715.0,0.9808743013765016,1.0,0.9840728100113766,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_full_with_corrdist,8715.0,0.9929817288845341,1.0,0.9356270810210877,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_full_with_corrdist,8715.0,0.9936469283906718,1.0,0.9356270810210877,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_full_with_corrdist,8715.0,0.9962617354166655,1.0,0.9464285714285714,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rx_with_corrdist,8715.0,0.986940560431711,1.0,0.9773242630385488,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rx_with_corrdist,8715.0,0.9746752006195563,0.8,0.6948493683187561,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rx_with_corrdist,8715.0,0.9557571229159635,1.0,0.6932038834951456,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rx_with_corrdist,8715.0,0.9776765397471343,1.0,0.6866537717601547,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_ry_with_corrdist,8715.0,0.9031220310079525,1.0,0.06862745098039216,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_ry_with_corrdist,8715.0,0.9384573556632003,0.8,0.49828178694158076,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_ry_with_corrdist,8715.0,0.8982088777435523,1.0,0.625349487418453,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_ry_with_corrdist,8715.0,0.9531654949475833,1.0,0.5178416013925152,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rs_with_corrdist,8715.0,0.9851288759977881,1.0,0.9773242630385488,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rs_with_corrdist,8715.0,0.9870163663437688,1.0,0.8185610010427529,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rs_with_corrdist,8715.0,0.9855386807400109,1.0,0.8166666666666667,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rs_with_corrdist,8715.0,0.9909263010995892,1.0,0.9399332591768632,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_full_without_corrdist,8715.0,0.6089520033139963,0.8,0.3732283464566929,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_full_without_corrdist,8715.0,0.8271828867812789,0.8,0.36037441497659906,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_full_without_corrdist,8715.0,0.6404162990959356,0.8,0.2814107274063189,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_full_without_corrdist,8715.0,0.8066817952176938,0.6,0.5099567099567099,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rx_without_corrdist,8715.0,0.5930130138600848,0.8,0.3182161753590325,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rx_without_corrdist,8715.0,0.810573718740211,0.8,0.3764798737174428,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rx_without_corrdist,8715.0,0.6264459176703652,0.8,0.2785923753665689,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rx_without_corrdist,8715.0,0.8410410547273304,0.6,0.5352112676056338,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_ry_without_corrdist,8715.0,0.42712499095961604,1.0,0.07920792079207921,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_ry_without_corrdist,8715.0,0.7179260194692542,0.8,0.3122648607975922,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_ry_without_corrdist,8715.0,0.49934514094672494,0.6,0.2325088339222615,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_ry_without_corrdist,8715.0,0.6579759506684811,0.6,0.4533333333333333,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rs_without_corrdist,8715.0,0.6161452334778198,0.8,0.47048903878583476,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rs_without_corrdist,8715.0,0.8009897654139763,0.8,0.345679012345679,,,
pairwise,Exp1,multi_scale_rate_divergence,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rs_without_corrdist,8715.0,0.6229993544024028,0.8,0.27021121631463946,,,
pairwise,Exp1,state_volatility,b500_mahalanobis_full_with_corrdist,b2000_mahalanobis_no_rs_without_corrdist,8715.0,0.8430439635266792,0.6,0.5365638766519824,,,
pairwise,Exp1,D_state,b500_mahalanobis_full_with_corrdist,b2000_diagonal_full_with_corrdist,8715.0,0.9777668165643669,1.0,0.9595505617977528,,,
pairwise,Exp1,V1000_norm,b500_mahalanobis_full_with_corrdist,b2000_diagonal_full_with_corrdist,8715.0,0.9792272777791522,1.0,0.8692390139335477,,,
