dataset,input_index,cycle,from_state,to_state,local_state_id,state_start_cycle,reason,state_reuse_action,reuse_distance,nearest_local_state_id,model,training_setting
Exp1,7819,39105.5,STABLE,TRANSITION,3,39085.5,persistent_change_evidence,,,,Persistence,within_Exp1
Exp1,7852,39270.5,TRANSITION,TEMPORARY_DISTURBANCE,3,39085.5,short_change_returned_to_anchor,,,,Persistence,within_Exp1
Exp1,7858,39300.5,TEMPORARY_DISTURBANCE,STABLE,3,39085.5,temporary_disturbance_recovered,,,,Persistence,within_Exp1
Exp1,8274,41380.5,STABLE,TRANSITION,3,41360.5,persistent_change_evidence,,,,Persistence,within_Exp1
Exp1,8303,41525.5,TRANSITION,TEMPORARY_DISTURBANCE,3,41360.5,short_change_returned_to_anchor,,,,Persistence,within_Exp1
Exp1,8309,41555.5,TEMPORARY_DISTURBANCE,STABLE,3,41360.5,temporary_disturbance_recovered,,,,Persistence,within_Exp1
Exp1,8326,41640.5,STABLE,TRANSITION,3,41620.5,persistent_change_evidence,,,,Persistence,within_Exp1
Exp1,8345,41735.5,TRANSITION,NEW_STABLE,4,41620.5,persistent_new_distribution_created,created,13.150189013019707,3.0,Persistence,within_Exp1
Exp1,8361,41815.5,NEW_STABLE,STABLE,4,41620.5,new_state_confirmed,,,,Persistence,within_Exp1
Exp1,1517,7595.5,STABLE,TRANSITION,1,7575.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,1598,8000.5,TRANSITION,NEW_STABLE,2,7575.5,persistent_new_distribution_created,created,5.186245296275357,1.0,Ridge,within_Exp1
Exp1,1614,8080.5,NEW_STABLE,STABLE,2,7575.5,new_state_confirmed,,,,Ridge,within_Exp1
Exp1,2872,14370.5,STABLE,TRANSITION,2,14350.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,2957,14795.5,TRANSITION,NEW_STABLE,2,14350.5,persistent_new_distribution_reused,reused,0.595694907015396,2.0,Ridge,within_Exp1
Exp1,2973,14875.5,NEW_STABLE,STABLE,2,14350.5,new_state_confirmed,,,,Ridge,within_Exp1
Exp1,3931,19665.5,STABLE,TRANSITION,2,19645.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,3940,19710.5,TRANSITION,TEMPORARY_DISTURBANCE,2,19645.5,short_change_returned_to_anchor,,,,Ridge,within_Exp1
Exp1,3946,19740.5,TEMPORARY_DISTURBANCE,STABLE,2,19645.5,temporary_disturbance_recovered,,,,Ridge,within_Exp1
Exp1,4163,20825.5,STABLE,TRANSITION,2,20805.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,4186,20940.5,TRANSITION,TEMPORARY_DISTURBANCE,2,20805.5,short_change_returned_to_anchor,,,,Ridge,within_Exp1
Exp1,4192,20970.5,TEMPORARY_DISTURBANCE,STABLE,2,20805.5,temporary_disturbance_recovered,,,,Ridge,within_Exp1
Exp1,4227,21145.5,STABLE,TRANSITION,2,21125.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,4332,21670.5,TRANSITION,NEW_STABLE,2,21125.5,persistent_new_distribution_reused,reused,1.5331715831718256,2.0,Ridge,within_Exp1
Exp1,4348,21750.5,NEW_STABLE,STABLE,2,21125.5,new_state_confirmed,,,,Ridge,within_Exp1
Exp1,5463,27325.5,STABLE,TRANSITION,2,27305.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,5475,27385.5,TRANSITION,TEMPORARY_DISTURBANCE,2,27305.5,short_change_returned_to_anchor,,,,Ridge,within_Exp1
Exp1,5481,27415.5,TEMPORARY_DISTURBANCE,STABLE,2,27305.5,temporary_disturbance_recovered,,,,Ridge,within_Exp1
Exp1,5568,27850.5,STABLE,TRANSITION,2,27830.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,5599,28005.5,TRANSITION,TEMPORARY_DISTURBANCE,2,27830.5,short_change_returned_to_anchor,,,,Ridge,within_Exp1
Exp1,5605,28035.5,TEMPORARY_DISTURBANCE,STABLE,2,27830.5,temporary_disturbance_recovered,,,,Ridge,within_Exp1
Exp1,5820,29110.5,STABLE,TRANSITION,2,29090.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,5839,29205.5,TRANSITION,TEMPORARY_DISTURBANCE,2,29090.5,short_change_returned_to_anchor,,,,Ridge,within_Exp1
Exp1,5845,29235.5,TEMPORARY_DISTURBANCE,STABLE,2,29090.5,temporary_disturbance_recovered,,,,Ridge,within_Exp1
Exp1,6493,32475.5,STABLE,TRANSITION,2,32455.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,6496,32490.5,TRANSITION,TEMPORARY_DISTURBANCE,2,32455.5,short_change_returned_to_anchor,,,,Ridge,within_Exp1
Exp1,6502,32520.5,TEMPORARY_DISTURBANCE,STABLE,2,32455.5,temporary_disturbance_recovered,,,,Ridge,within_Exp1
Exp1,6817,34095.5,STABLE,TRANSITION,2,34075.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,6832,34170.5,TRANSITION,TEMPORARY_DISTURBANCE,2,34075.5,short_change_returned_to_anchor,,,,Ridge,within_Exp1
Exp1,6838,34200.5,TEMPORARY_DISTURBANCE,STABLE,2,34075.5,temporary_disturbance_recovered,,,,Ridge,within_Exp1
Exp1,6921,34615.5,STABLE,TRANSITION,2,34595.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,6998,35000.5,TRANSITION,NEW_STABLE,3,34595.5,persistent_new_distribution_created,created,4.068480984858325,2.0,Ridge,within_Exp1
Exp1,7014,35080.5,NEW_STABLE,STABLE,3,34595.5,new_state_confirmed,,,,Ridge,within_Exp1
Exp1,7825,39135.5,STABLE,TRANSITION,3,39115.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,7847,39245.5,TRANSITION,TEMPORARY_DISTURBANCE,3,39115.5,short_change_returned_to_anchor,,,,Ridge,within_Exp1
Exp1,7853,39275.5,TEMPORARY_DISTURBANCE,STABLE,3,39115.5,temporary_disturbance_recovered,,,,Ridge,within_Exp1
Exp1,8274,41380.5,STABLE,TRANSITION,3,41360.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,8303,41525.5,TRANSITION,TEMPORARY_DISTURBANCE,3,41360.5,short_change_returned_to_anchor,,,,Ridge,within_Exp1
Exp1,8309,41555.5,TEMPORARY_DISTURBANCE,STABLE,3,41360.5,temporary_disturbance_recovered,,,,Ridge,within_Exp1
Exp1,8326,41640.5,STABLE,TRANSITION,3,41620.5,persistent_change_evidence,,,,Ridge,within_Exp1
Exp1,8368,41850.5,TRANSITION,NEW_STABLE,4,41620.5,persistent_new_distribution_created,created,17.432932242030283,2.0,Ridge,within_Exp1
Exp1,8384,41930.5,NEW_STABLE,STABLE,4,41620.5,new_state_confirmed,,,,Ridge,within_Exp1
Exp1,1517,7595.5,STABLE,TRANSITION,1,7575.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,1598,8000.5,TRANSITION,NEW_STABLE,2,7575.5,persistent_new_distribution_created,created,5.186245296275357,1.0,RBF_Ridge,within_Exp1
Exp1,1614,8080.5,NEW_STABLE,STABLE,2,7575.5,new_state_confirmed,,,,RBF_Ridge,within_Exp1
Exp1,2872,14370.5,STABLE,TRANSITION,2,14350.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,2957,14795.5,TRANSITION,NEW_STABLE,2,14350.5,persistent_new_distribution_reused,reused,0.595694907015396,2.0,RBF_Ridge,within_Exp1
Exp1,2973,14875.5,NEW_STABLE,STABLE,2,14350.5,new_state_confirmed,,,,RBF_Ridge,within_Exp1
Exp1,3931,19665.5,STABLE,TRANSITION,2,19645.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,3940,19710.5,TRANSITION,TEMPORARY_DISTURBANCE,2,19645.5,short_change_returned_to_anchor,,,,RBF_Ridge,within_Exp1
Exp1,3946,19740.5,TEMPORARY_DISTURBANCE,STABLE,2,19645.5,temporary_disturbance_recovered,,,,RBF_Ridge,within_Exp1
Exp1,4163,20825.5,STABLE,TRANSITION,2,20805.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,4186,20940.5,TRANSITION,TEMPORARY_DISTURBANCE,2,20805.5,short_change_returned_to_anchor,,,,RBF_Ridge,within_Exp1
Exp1,4192,20970.5,TEMPORARY_DISTURBANCE,STABLE,2,20805.5,temporary_disturbance_recovered,,,,RBF_Ridge,within_Exp1
Exp1,4227,21145.5,STABLE,TRANSITION,2,21125.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,4323,21625.5,TRANSITION,NEW_STABLE,2,21125.5,persistent_new_distribution_reused,reused,1.5089710902655462,2.0,RBF_Ridge,within_Exp1
Exp1,4339,21705.5,NEW_STABLE,STABLE,2,21125.5,new_state_confirmed,,,,RBF_Ridge,within_Exp1
Exp1,5463,27325.5,STABLE,TRANSITION,2,27305.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,5475,27385.5,TRANSITION,TEMPORARY_DISTURBANCE,2,27305.5,short_change_returned_to_anchor,,,,RBF_Ridge,within_Exp1
Exp1,5481,27415.5,TEMPORARY_DISTURBANCE,STABLE,2,27305.5,temporary_disturbance_recovered,,,,RBF_Ridge,within_Exp1
Exp1,5568,27850.5,STABLE,TRANSITION,2,27830.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,5599,28005.5,TRANSITION,TEMPORARY_DISTURBANCE,2,27830.5,short_change_returned_to_anchor,,,,RBF_Ridge,within_Exp1
Exp1,5605,28035.5,TEMPORARY_DISTURBANCE,STABLE,2,27830.5,temporary_disturbance_recovered,,,,RBF_Ridge,within_Exp1
Exp1,5820,29110.5,STABLE,TRANSITION,2,29090.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,5839,29205.5,TRANSITION,TEMPORARY_DISTURBANCE,2,29090.5,short_change_returned_to_anchor,,,,RBF_Ridge,within_Exp1
Exp1,5845,29235.5,TEMPORARY_DISTURBANCE,STABLE,2,29090.5,temporary_disturbance_recovered,,,,RBF_Ridge,within_Exp1
Exp1,6493,32475.5,STABLE,TRANSITION,2,32455.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,6496,32490.5,TRANSITION,TEMPORARY_DISTURBANCE,2,32455.5,short_change_returned_to_anchor,,,,RBF_Ridge,within_Exp1
Exp1,6502,32520.5,TEMPORARY_DISTURBANCE,STABLE,2,32455.5,temporary_disturbance_recovered,,,,RBF_Ridge,within_Exp1
Exp1,6806,34040.5,STABLE,TRANSITION,2,34020.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,6882,34420.5,TRANSITION,NEW_STABLE,3,34020.5,persistent_new_distribution_created,created,4.499690600829656,2.0,RBF_Ridge,within_Exp1
Exp1,6898,34500.5,NEW_STABLE,STABLE,3,34020.5,new_state_confirmed,,,,RBF_Ridge,within_Exp1
Exp1,6921,34615.5,STABLE,TRANSITION,3,34595.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,7018,35100.5,TRANSITION,NEW_STABLE,4,34595.5,persistent_new_distribution_created,created,3.791972278103483,2.0,RBF_Ridge,within_Exp1
Exp1,7034,35180.5,NEW_STABLE,STABLE,4,34595.5,new_state_confirmed,,,,RBF_Ridge,within_Exp1
Exp1,7823,39125.5,STABLE,TRANSITION,4,39105.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,7849,39255.5,TRANSITION,TEMPORARY_DISTURBANCE,4,39105.5,short_change_returned_to_anchor,,,,RBF_Ridge,within_Exp1
Exp1,7855,39285.5,TEMPORARY_DISTURBANCE,STABLE,4,39105.5,temporary_disturbance_recovered,,,,RBF_Ridge,within_Exp1
Exp1,8275,41385.5,STABLE,TRANSITION,4,41365.5,persistent_change_evidence,,,,RBF_Ridge,within_Exp1
Exp1,8354,41780.5,TRANSITION,NEW_STABLE,5,41365.5,persistent_new_distribution_created,created,17.304747770165587,2.0,RBF_Ridge,within_Exp1
Exp1,8370,41860.5,NEW_STABLE,STABLE,5,41365.5,new_state_confirmed,,,,RBF_Ridge,within_Exp1
Exp1,1517,7595.5,STABLE,TRANSITION,1,7575.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,1598,8000.5,TRANSITION,NEW_STABLE,2,7575.5,persistent_new_distribution_created,created,5.186245296275357,1.0,TCN,within_Exp1
Exp1,1614,8080.5,NEW_STABLE,STABLE,2,7575.5,new_state_confirmed,,,,TCN,within_Exp1
Exp1,2872,14370.5,STABLE,TRANSITION,2,14350.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,2957,14795.5,TRANSITION,NEW_STABLE,2,14350.5,persistent_new_distribution_reused,reused,0.595694907015396,2.0,TCN,within_Exp1
Exp1,2973,14875.5,NEW_STABLE,STABLE,2,14350.5,new_state_confirmed,,,,TCN,within_Exp1
Exp1,3931,19665.5,STABLE,TRANSITION,2,19645.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,3940,19710.5,TRANSITION,TEMPORARY_DISTURBANCE,2,19645.5,short_change_returned_to_anchor,,,,TCN,within_Exp1
Exp1,3946,19740.5,TEMPORARY_DISTURBANCE,STABLE,2,19645.5,temporary_disturbance_recovered,,,,TCN,within_Exp1
Exp1,4163,20825.5,STABLE,TRANSITION,2,20805.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,4186,20940.5,TRANSITION,TEMPORARY_DISTURBANCE,2,20805.5,short_change_returned_to_anchor,,,,TCN,within_Exp1
Exp1,4192,20970.5,TEMPORARY_DISTURBANCE,STABLE,2,20805.5,temporary_disturbance_recovered,,,,TCN,within_Exp1
Exp1,4227,21145.5,STABLE,TRANSITION,2,21125.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,4323,21625.5,TRANSITION,NEW_STABLE,2,21125.5,persistent_new_distribution_reused,reused,1.5089710902655462,2.0,TCN,within_Exp1
Exp1,4339,21705.5,NEW_STABLE,STABLE,2,21125.5,new_state_confirmed,,,,TCN,within_Exp1
Exp1,5463,27325.5,STABLE,TRANSITION,2,27305.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,5475,27385.5,TRANSITION,TEMPORARY_DISTURBANCE,2,27305.5,short_change_returned_to_anchor,,,,TCN,within_Exp1
Exp1,5481,27415.5,TEMPORARY_DISTURBANCE,STABLE,2,27305.5,temporary_disturbance_recovered,,,,TCN,within_Exp1
Exp1,5569,27855.5,STABLE,TRANSITION,2,27835.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,5599,28005.5,TRANSITION,TEMPORARY_DISTURBANCE,2,27835.5,short_change_returned_to_anchor,,,,TCN,within_Exp1
Exp1,5605,28035.5,TEMPORARY_DISTURBANCE,STABLE,2,27835.5,temporary_disturbance_recovered,,,,TCN,within_Exp1
Exp1,5820,29110.5,STABLE,TRANSITION,2,29090.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,5839,29205.5,TRANSITION,TEMPORARY_DISTURBANCE,2,29090.5,short_change_returned_to_anchor,,,,TCN,within_Exp1
Exp1,5845,29235.5,TEMPORARY_DISTURBANCE,STABLE,2,29090.5,temporary_disturbance_recovered,,,,TCN,within_Exp1
Exp1,6493,32475.5,STABLE,TRANSITION,2,32455.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,6496,32490.5,TRANSITION,TEMPORARY_DISTURBANCE,2,32455.5,short_change_returned_to_anchor,,,,TCN,within_Exp1
Exp1,6502,32520.5,TEMPORARY_DISTURBANCE,STABLE,2,32455.5,temporary_disturbance_recovered,,,,TCN,within_Exp1
Exp1,6921,34615.5,STABLE,TRANSITION,2,34595.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,7018,35100.5,TRANSITION,NEW_STABLE,3,34595.5,persistent_new_distribution_created,created,3.791972278103483,2.0,TCN,within_Exp1
Exp1,7034,35180.5,NEW_STABLE,STABLE,3,34595.5,new_state_confirmed,,,,TCN,within_Exp1
Exp1,7819,39105.5,STABLE,TRANSITION,3,39085.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,7852,39270.5,TRANSITION,TEMPORARY_DISTURBANCE,3,39085.5,short_change_returned_to_anchor,,,,TCN,within_Exp1
Exp1,7858,39300.5,TEMPORARY_DISTURBANCE,STABLE,3,39085.5,temporary_disturbance_recovered,,,,TCN,within_Exp1
Exp1,7987,39945.5,STABLE,TRANSITION,3,39925.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,8000,40010.5,TRANSITION,TEMPORARY_DISTURBANCE,3,39925.5,short_change_returned_to_anchor,,,,TCN,within_Exp1
Exp1,8006,40040.5,TEMPORARY_DISTURBANCE,STABLE,3,39925.5,temporary_disturbance_recovered,,,,TCN,within_Exp1
Exp1,8275,41385.5,STABLE,TRANSITION,3,41365.5,persistent_change_evidence,,,,TCN,within_Exp1
Exp1,8348,41750.5,TRANSITION,NEW_STABLE,4,41365.5,persistent_new_distribution_created,created,13.20069981095614,3.0,TCN,within_Exp1
Exp1,8364,41830.5,NEW_STABLE,STABLE,4,41365.5,new_state_confirmed,,,,TCN,within_Exp1
Exp1,1517,7595.5,STABLE,TRANSITION,1,7575.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,1598,8000.5,TRANSITION,NEW_STABLE,2,7575.5,persistent_new_distribution_created,created,5.186245296275357,1.0,GRU,within_Exp1
Exp1,1614,8080.5,NEW_STABLE,STABLE,2,7575.5,new_state_confirmed,,,,GRU,within_Exp1
Exp1,2872,14370.5,STABLE,TRANSITION,2,14350.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,2957,14795.5,TRANSITION,NEW_STABLE,2,14350.5,persistent_new_distribution_reused,reused,0.595694907015396,2.0,GRU,within_Exp1
Exp1,2973,14875.5,NEW_STABLE,STABLE,2,14350.5,new_state_confirmed,,,,GRU,within_Exp1
Exp1,3931,19665.5,STABLE,TRANSITION,2,19645.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,3940,19710.5,TRANSITION,TEMPORARY_DISTURBANCE,2,19645.5,short_change_returned_to_anchor,,,,GRU,within_Exp1
Exp1,3946,19740.5,TEMPORARY_DISTURBANCE,STABLE,2,19645.5,temporary_disturbance_recovered,,,,GRU,within_Exp1
Exp1,4163,20825.5,STABLE,TRANSITION,2,20805.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,4186,20940.5,TRANSITION,TEMPORARY_DISTURBANCE,2,20805.5,short_change_returned_to_anchor,,,,GRU,within_Exp1
Exp1,4192,20970.5,TEMPORARY_DISTURBANCE,STABLE,2,20805.5,temporary_disturbance_recovered,,,,GRU,within_Exp1
Exp1,4227,21145.5,STABLE,TRANSITION,2,21125.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,4323,21625.5,TRANSITION,NEW_STABLE,2,21125.5,persistent_new_distribution_reused,reused,1.5089710902655462,2.0,GRU,within_Exp1
Exp1,4339,21705.5,NEW_STABLE,STABLE,2,21125.5,new_state_confirmed,,,,GRU,within_Exp1
Exp1,4415,22085.5,STABLE,TRANSITION,2,22065.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,4435,22185.5,TRANSITION,TEMPORARY_DISTURBANCE,2,22065.5,short_change_returned_to_anchor,,,,GRU,within_Exp1
Exp1,4441,22215.5,TEMPORARY_DISTURBANCE,STABLE,2,22065.5,temporary_disturbance_recovered,,,,GRU,within_Exp1
Exp1,5463,27325.5,STABLE,TRANSITION,2,27305.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,5475,27385.5,TRANSITION,TEMPORARY_DISTURBANCE,2,27305.5,short_change_returned_to_anchor,,,,GRU,within_Exp1
Exp1,5481,27415.5,TEMPORARY_DISTURBANCE,STABLE,2,27305.5,temporary_disturbance_recovered,,,,GRU,within_Exp1
Exp1,5568,27850.5,STABLE,TRANSITION,2,27830.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,5599,28005.5,TRANSITION,TEMPORARY_DISTURBANCE,2,27830.5,short_change_returned_to_anchor,,,,GRU,within_Exp1
Exp1,5605,28035.5,TEMPORARY_DISTURBANCE,STABLE,2,27830.5,temporary_disturbance_recovered,,,,GRU,within_Exp1
Exp1,5820,29110.5,STABLE,TRANSITION,2,29090.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,5839,29205.5,TRANSITION,TEMPORARY_DISTURBANCE,2,29090.5,short_change_returned_to_anchor,,,,GRU,within_Exp1
Exp1,5845,29235.5,TEMPORARY_DISTURBANCE,STABLE,2,29090.5,temporary_disturbance_recovered,,,,GRU,within_Exp1
Exp1,6493,32475.5,STABLE,TRANSITION,2,32455.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,6496,32490.5,TRANSITION,TEMPORARY_DISTURBANCE,2,32455.5,short_change_returned_to_anchor,,,,GRU,within_Exp1
Exp1,6502,32520.5,TEMPORARY_DISTURBANCE,STABLE,2,32455.5,temporary_disturbance_recovered,,,,GRU,within_Exp1
Exp1,6806,34040.5,STABLE,TRANSITION,2,34020.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,6998,35000.5,TRANSITION,NEW_STABLE,3,34020.5,persistent_new_distribution_created,created,4.050894539634232,2.0,GRU,within_Exp1
Exp1,7014,35080.5,NEW_STABLE,STABLE,3,34020.5,new_state_confirmed,,,,GRU,within_Exp1
Exp1,7173,35875.5,STABLE,TRANSITION,3,35855.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,7187,35945.5,TRANSITION,TEMPORARY_DISTURBANCE,3,35855.5,short_change_returned_to_anchor,,,,GRU,within_Exp1
Exp1,7193,35975.5,TEMPORARY_DISTURBANCE,STABLE,3,35855.5,temporary_disturbance_recovered,,,,GRU,within_Exp1
Exp1,7821,39115.5,STABLE,TRANSITION,3,39095.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,7851,39265.5,TRANSITION,TEMPORARY_DISTURBANCE,3,39095.5,short_change_returned_to_anchor,,,,GRU,within_Exp1
Exp1,7857,39295.5,TEMPORARY_DISTURBANCE,STABLE,3,39095.5,temporary_disturbance_recovered,,,,GRU,within_Exp1
Exp1,8274,41380.5,STABLE,TRANSITION,3,41360.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,8303,41525.5,TRANSITION,TEMPORARY_DISTURBANCE,3,41360.5,short_change_returned_to_anchor,,,,GRU,within_Exp1
Exp1,8309,41555.5,TEMPORARY_DISTURBANCE,STABLE,3,41360.5,temporary_disturbance_recovered,,,,GRU,within_Exp1
Exp1,8326,41640.5,STABLE,TRANSITION,3,41620.5,persistent_change_evidence,,,,GRU,within_Exp1
Exp1,8354,41780.5,TRANSITION,NEW_STABLE,4,41620.5,persistent_new_distribution_created,created,17.304747770165587,2.0,GRU,within_Exp1
Exp1,8370,41860.5,NEW_STABLE,STABLE,4,41620.5,new_state_confirmed,,,,GRU,within_Exp1
Exp2,68,350.5,STABLE,TRANSITION,1,330.5,persistent_change_evidence,,,,Persistence,within_Exp2
