window_index,event,reasons,stage,accepted_total,direction_id,ablation
8859,ONLINE_UPDATE,,,1580.0,Exp2_to_Exp1,B5_TEMPORAL_RANKING
8879,ONLINE_UPDATE,,,1600.0,Exp2_to_Exp1,B5_TEMPORAL_RANKING
9008,ONLINE_UPDATE,,,1620.0,Exp2_to_Exp1,B5_TEMPORAL_RANKING
9028,ONLINE_UPDATE,,,1640.0,Exp2_to_Exp1,B5_TEMPORAL_RANKING
9049,ONLINE_UPDATE,,,1660.0,Exp2_to_Exp1,B5_TEMPORAL_RANKING
9069,ONLINE_UPDATE,,,1680.0,Exp2_to_Exp1,B5_TEMPORAL_RANKING
9089,ONLINE_UPDATE,,,1700.0,Exp2_to_Exp1,B5_TEMPORAL_RANKING
327,ONLINE_UPDATE,,,20.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
347,ONLINE_UPDATE,,,40.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
367,ONLINE_UPDATE,,,60.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
387,ONLINE_UPDATE,,,80.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
516,ONLINE_UPDATE,,,100.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
536,ONLINE_UPDATE,,,120.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
556,ONLINE_UPDATE,,,140.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
576,ONLINE_UPDATE,,,160.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
596,ONLINE_UPDATE,,,180.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
725,ONLINE_UPDATE,,,200.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
745,ONLINE_UPDATE,,,220.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
765,ONLINE_UPDATE,,,240.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
785,ONLINE_UPDATE,,,260.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
914,ONLINE_UPDATE,,,280.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
934,ONLINE_UPDATE,,,300.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
954,ONLINE_UPDATE,,,320.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
974,ONLINE_UPDATE,,,340.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
994,ONLINE_UPDATE,,,360.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1123,ONLINE_UPDATE,,,380.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1143,ONLINE_UPDATE,,,400.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1163,ONLINE_UPDATE,,,420.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1183,ONLINE_UPDATE,,,440.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1312,ONLINE_UPDATE,,,460.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1332,ONLINE_UPDATE,,,480.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1352,ONLINE_UPDATE,,,500.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1372,ONLINE_UPDATE,,,520.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1392,ONLINE_UPDATE,,,540.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1622,ONLINE_UPDATE,,,560.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1742,ONLINE_UPDATE,,,580.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1762,ONLINE_UPDATE,,,600.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
1884,ONLINE_UPDATE,,,620.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2013,ONLINE_UPDATE,,,640.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2033,ONLINE_UPDATE,,,660.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2153,ONLINE_UPDATE,,,680.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2273,ONLINE_UPDATE,,,700.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2293,ONLINE_UPDATE,,,720.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2422,ONLINE_UPDATE,,,740.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2442,ONLINE_UPDATE,,,760.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2462,ONLINE_UPDATE,,,780.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2482,ONLINE_UPDATE,,,800.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2611,ONLINE_UPDATE,,,820.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2631,ONLINE_UPDATE,,,840.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2651,ONLINE_UPDATE,,,860.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2671,ONLINE_UPDATE,,,880.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2691,ONLINE_UPDATE,,,900.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2820,ONLINE_UPDATE,,,920.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2840,ONLINE_UPDATE,,,940.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2860,ONLINE_UPDATE,,,960.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
2880,ONLINE_UPDATE,,,980.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3009,ONLINE_UPDATE,,,1000.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3029,ONLINE_UPDATE,,,1020.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3049,ONLINE_UPDATE,,,1040.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3069,ONLINE_UPDATE,,,1060.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3089,ONLINE_UPDATE,,,1080.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3219,ONLINE_UPDATE,,,1100.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3239,ONLINE_UPDATE,,,1120.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3259,ONLINE_UPDATE,,,1140.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3279,ONLINE_UPDATE,,,1160.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3412,ONLINE_UPDATE,,,1180.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3436,ONLINE_UPDATE,,,1200.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3558,ONLINE_UPDATE,,,1220.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3578,ONLINE_UPDATE,,,1240.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3598,ONLINE_UPDATE,,,1260.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3727,ONLINE_UPDATE,,,1280.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
3747,ONLINE_UPDATE,,,1300.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
4968,ONLINE_UPDATE,,,1320.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
6888,ONLINE_UPDATE,,,1340.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8119,ONLINE_UPDATE,,,1360.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8440,ONLINE_UPDATE,,,1380.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8460,ONLINE_UPDATE,,,1400.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8480,ONLINE_UPDATE,,,1420.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8609,ONLINE_UPDATE,,,1440.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8629,ONLINE_UPDATE,,,1460.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8649,ONLINE_UPDATE,,,1480.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8669,ONLINE_UPDATE,,,1500.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8689,ONLINE_UPDATE,,,1520.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8818,ONLINE_UPDATE,,,1540.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8838,ONLINE_UPDATE,,,1560.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8858,ONLINE_UPDATE,,,1580.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8878,ONLINE_UPDATE,,,1600.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
8898,ONLINE_UPDATE,,,1620.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
9027,ONLINE_UPDATE,,,1640.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
9047,ONLINE_UPDATE,,,1660.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
9068,ONLINE_UPDATE,,,1680.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
9088,ONLINE_UPDATE,,,1700.0,Exp2_to_Exp1,B6_FULL_ADAPTATION
327,ONLINE_UPDATE,,,20.0,Exp2_to_Exp1,B7_TENT_LITE
347,ONLINE_UPDATE,,,40.0,Exp2_to_Exp1,B7_TENT_LITE
367,ONLINE_UPDATE,,,60.0,Exp2_to_Exp1,B7_TENT_LITE
387,ONLINE_UPDATE,,,80.0,Exp2_to_Exp1,B7_TENT_LITE
516,ONLINE_UPDATE,,,100.0,Exp2_to_Exp1,B7_TENT_LITE
536,ONLINE_UPDATE,,,120.0,Exp2_to_Exp1,B7_TENT_LITE
556,ONLINE_UPDATE,,,140.0,Exp2_to_Exp1,B7_TENT_LITE
589,ONLINE_UPDATE,,,160.0,Exp2_to_Exp1,B7_TENT_LITE
720,ONLINE_UPDATE,,,180.0,Exp2_to_Exp1,B7_TENT_LITE
740,ONLINE_UPDATE,,,200.0,Exp2_to_Exp1,B7_TENT_LITE
760,ONLINE_UPDATE,,,220.0,Exp2_to_Exp1,B7_TENT_LITE
780,ONLINE_UPDATE,,,240.0,Exp2_to_Exp1,B7_TENT_LITE
909,ONLINE_UPDATE,,,260.0,Exp2_to_Exp1,B7_TENT_LITE
929,ONLINE_UPDATE,,,280.0,Exp2_to_Exp1,B7_TENT_LITE
949,ONLINE_UPDATE,,,300.0,Exp2_to_Exp1,B7_TENT_LITE
969,ONLINE_UPDATE,,,320.0,Exp2_to_Exp1,B7_TENT_LITE
989,ONLINE_UPDATE,,,340.0,Exp2_to_Exp1,B7_TENT_LITE
1130,ONLINE_UPDATE,,,360.0,Exp2_to_Exp1,B7_TENT_LITE
1152,ONLINE_UPDATE,,,380.0,Exp2_to_Exp1,B7_TENT_LITE
1172,ONLINE_UPDATE,,,400.0,Exp2_to_Exp1,B7_TENT_LITE
1192,ONLINE_UPDATE,,,420.0,Exp2_to_Exp1,B7_TENT_LITE
1321,ONLINE_UPDATE,,,440.0,Exp2_to_Exp1,B7_TENT_LITE
1341,ONLINE_UPDATE,,,460.0,Exp2_to_Exp1,B7_TENT_LITE
1361,ONLINE_UPDATE,,,480.0,Exp2_to_Exp1,B7_TENT_LITE
1381,ONLINE_UPDATE,,,500.0,Exp2_to_Exp1,B7_TENT_LITE
1510,ONLINE_UPDATE,,,520.0,Exp2_to_Exp1,B7_TENT_LITE
1638,ONLINE_UPDATE,,,540.0,Exp2_to_Exp1,B7_TENT_LITE
1659,ONLINE_UPDATE,,,560.0,Exp2_to_Exp1,B7_TENT_LITE
1679,ONLINE_UPDATE,,,580.0,Exp2_to_Exp1,B7_TENT_LITE
1808,ONLINE_UPDATE,,,600.0,Exp2_to_Exp1,B7_TENT_LITE
1828,ONLINE_UPDATE,,,620.0,Exp2_to_Exp1,B7_TENT_LITE
1850,ONLINE_UPDATE,,,640.0,Exp2_to_Exp1,B7_TENT_LITE
1973,ONLINE_UPDATE,,,660.0,Exp2_to_Exp1,B7_TENT_LITE
1993,ONLINE_UPDATE,,,680.0,Exp2_to_Exp1,B7_TENT_LITE
2224,ONLINE_UPDATE,,,700.0,Exp2_to_Exp1,B7_TENT_LITE
2244,ONLINE_UPDATE,,,720.0,Exp2_to_Exp1,B7_TENT_LITE
2264,ONLINE_UPDATE,,,740.0,Exp2_to_Exp1,B7_TENT_LITE
2284,ONLINE_UPDATE,,,760.0,Exp2_to_Exp1,B7_TENT_LITE
2413,ONLINE_UPDATE,,,780.0,Exp2_to_Exp1,B7_TENT_LITE
2433,ONLINE_UPDATE,,,800.0,Exp2_to_Exp1,B7_TENT_LITE
2453,ONLINE_UPDATE,,,820.0,Exp2_to_Exp1,B7_TENT_LITE
2473,ONLINE_UPDATE,,,840.0,Exp2_to_Exp1,B7_TENT_LITE
2493,ONLINE_UPDATE,,,860.0,Exp2_to_Exp1,B7_TENT_LITE
2622,ONLINE_UPDATE,,,880.0,Exp2_to_Exp1,B7_TENT_LITE
2642,ONLINE_UPDATE,,,900.0,Exp2_to_Exp1,B7_TENT_LITE
2662,ONLINE_UPDATE,,,920.0,Exp2_to_Exp1,B7_TENT_LITE
2682,ONLINE_UPDATE,,,940.0,Exp2_to_Exp1,B7_TENT_LITE
2811,ONLINE_UPDATE,,,960.0,Exp2_to_Exp1,B7_TENT_LITE
2831,ONLINE_UPDATE,,,980.0,Exp2_to_Exp1,B7_TENT_LITE
2851,ONLINE_UPDATE,,,1000.0,Exp2_to_Exp1,B7_TENT_LITE
2871,ONLINE_UPDATE,,,1020.0,Exp2_to_Exp1,B7_TENT_LITE
2891,ONLINE_UPDATE,,,1040.0,Exp2_to_Exp1,B7_TENT_LITE
3020,ONLINE_UPDATE,,,1060.0,Exp2_to_Exp1,B7_TENT_LITE
3040,ONLINE_UPDATE,,,1080.0,Exp2_to_Exp1,B7_TENT_LITE
3066,ONLINE_UPDATE,,,1100.0,Exp2_to_Exp1,B7_TENT_LITE
3096,ONLINE_UPDATE,,,1120.0,Exp2_to_Exp1,B7_TENT_LITE
3227,ONLINE_UPDATE,,,1140.0,Exp2_to_Exp1,B7_TENT_LITE
3247,ONLINE_UPDATE,,,1160.0,Exp2_to_Exp1,B7_TENT_LITE
3267,ONLINE_UPDATE,,,1180.0,Exp2_to_Exp1,B7_TENT_LITE
3408,ONLINE_UPDATE,,,1200.0,Exp2_to_Exp1,B7_TENT_LITE
3435,ONLINE_UPDATE,,,1220.0,Exp2_to_Exp1,B7_TENT_LITE
3460,ONLINE_UPDATE,,,1240.0,Exp2_to_Exp1,B7_TENT_LITE
3480,ONLINE_UPDATE,,,1260.0,Exp2_to_Exp1,B7_TENT_LITE
3620,ONLINE_UPDATE,,,1280.0,Exp2_to_Exp1,B7_TENT_LITE
3642,ONLINE_UPDATE,,,1300.0,Exp2_to_Exp1,B7_TENT_LITE
3662,ONLINE_UPDATE,,,1320.0,Exp2_to_Exp1,B7_TENT_LITE
3682,ONLINE_UPDATE,,,1340.0,Exp2_to_Exp1,B7_TENT_LITE
3813,ONLINE_UPDATE,,,1360.0,Exp2_to_Exp1,B7_TENT_LITE
3833,ONLINE_UPDATE,,,1380.0,Exp2_to_Exp1,B7_TENT_LITE
3861,ONLINE_UPDATE,,,1400.0,Exp2_to_Exp1,B7_TENT_LITE
3887,ONLINE_UPDATE,,,1420.0,Exp2_to_Exp1,B7_TENT_LITE
4021,ONLINE_UPDATE,,,1440.0,Exp2_to_Exp1,B7_TENT_LITE
4047,ONLINE_UPDATE,,,1460.0,Exp2_to_Exp1,B7_TENT_LITE
4072,ONLINE_UPDATE,,,1480.0,Exp2_to_Exp1,B7_TENT_LITE
4220,ONLINE_UPDATE,,,1500.0,Exp2_to_Exp1,B7_TENT_LITE
4341,ONLINE_UPDATE,,,1520.0,Exp2_to_Exp1,B7_TENT_LITE
4383,ONLINE_UPDATE,,,1540.0,Exp2_to_Exp1,B7_TENT_LITE
4515,ONLINE_UPDATE,,,1560.0,Exp2_to_Exp1,B7_TENT_LITE
4838,ONLINE_UPDATE,,,1580.0,Exp2_to_Exp1,B7_TENT_LITE
4959,ONLINE_UPDATE,,,1600.0,Exp2_to_Exp1,B7_TENT_LITE
4979,ONLINE_UPDATE,,,1620.0,Exp2_to_Exp1,B7_TENT_LITE
5108,ONLINE_UPDATE,,,1640.0,Exp2_to_Exp1,B7_TENT_LITE
5128,ONLINE_UPDATE,,,1660.0,Exp2_to_Exp1,B7_TENT_LITE
5148,ONLINE_UPDATE,,,1680.0,Exp2_to_Exp1,B7_TENT_LITE
5168,ONLINE_UPDATE,,,1700.0,Exp2_to_Exp1,B7_TENT_LITE
