window_index,event,reasons,stage,accepted_total,direction_id,ablation
1399,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
1400,CHECKPOINT,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
1599,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
1600,CHECKPOINT,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
1799,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
1800,CHECKPOINT,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
1999,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
2000,CHECKPOINT,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
2199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
2200,CHECKPOINT,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
2399,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
2400,CHECKPOINT,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
2599,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
2600,CHECKPOINT,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
2799,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
2800,CHECKPOINT,,,,Exp1_to_Exp2,B1_TIME_ONLY_HMM
0,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
200,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
399,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
400,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
599,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
600,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
799,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
800,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
999,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
1000,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
1199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
1200,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
1399,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
1400,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
1599,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
1600,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
1799,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
1800,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
1999,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
2000,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
2199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
2200,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
2399,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
2400,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
2599,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
2600,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
2799,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B2_STATIC_HMM
2800,CHECKPOINT,,,,Exp1_to_Exp2,B2_STATIC_HMM
0,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
200,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
322,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
400,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
423,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
524,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
600,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
625,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
726,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
800,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
827,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
928,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1000,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1029,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1130,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1200,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1231,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1332,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1400,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1433,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1534,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1600,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1635,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1736,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1800,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1837,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
1939,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2000,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2040,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2141,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2200,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2242,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2343,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2400,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2451,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2552,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2600,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2653,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2754,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
2800,CHECKPOINT,,,,Exp1_to_Exp2,B3_DYNAMIC_PROTOTYPE
0,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
200,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
322,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
400,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
423,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
524,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
600,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
625,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
726,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
800,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
827,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
928,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1000,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1029,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1130,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1200,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1231,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1332,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1400,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1433,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1534,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1600,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1635,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1736,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1800,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1837,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
1939,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2000,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2040,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2141,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2200,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2242,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2343,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2400,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2451,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2552,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2600,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2653,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2754,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B4_TEACHER_MEMORY
2800,CHECKPOINT,,,,Exp1_to_Exp2,B4_TEACHER_MEMORY
0,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
200,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
322,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
400,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
423,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
524,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
600,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
625,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
726,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
800,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
827,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
928,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1000,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1029,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1130,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1200,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1231,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1332,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1400,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1433,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1534,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1600,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1635,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1736,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1800,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1837,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
1939,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2000,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2040,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2141,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2200,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2242,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2343,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2400,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2451,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2552,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2600,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2653,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2754,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
2800,CHECKPOINT,,,,Exp1_to_Exp2,B5_TEMPORAL_RANKING
0,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
200,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
322,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
400,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
423,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
524,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
600,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
625,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
726,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
800,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
827,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
928,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1000,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1029,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1130,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1200,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1231,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1332,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1400,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1433,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1534,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1600,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1635,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1736,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1800,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1837,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
1939,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2000,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2040,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2141,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2200,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2242,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2343,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2400,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2451,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2552,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2600,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2653,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2754,PROTOTYPE_DRIFT_FREEZE,,2.0,,Exp1_to_Exp2,B6_FULL_ADAPTATION
2800,CHECKPOINT,,,,Exp1_to_Exp2,B6_FULL_ADAPTATION
0,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
200,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
399,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
400,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
599,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
600,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
799,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
800,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
999,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
1000,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
1199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
1200,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
1399,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
1400,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
1599,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
1600,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
1799,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
1800,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
1999,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
2000,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
2199,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
2200,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
2399,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
2400,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
2599,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
2600,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
2799,FREEZE_GUARD_OR_TES,,,,Exp1_to_Exp2,B7_TENT_LITE
2800,CHECKPOINT,,,,Exp1_to_Exp2,B7_TENT_LITE
0,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
199,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
200,CHECKPOINT,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
399,FREEZE_GUARD_OR_TES,,,,Exp2_to_Exp1,B0_STATIC_SOURCE
