direction_id,source_dataset,target_dataset,feature_name,channel,feature_family,early_median,late_median,delta_median,direction_sign,cohen_d,cliffs_delta,abs_effect_size,physical_meaning,direction_stability,is_weak_direction,is_unstable_direction,enter_M1,enter_M2,enter_M3,redundancy_factor,redundancy_notes
Exp2_to_Exp1,Exp2,Exp1,ry_q95,ry,q95,0.2614041900796208,0.3166760809278937,0.05527189084827289,1,0.2719754489321015,0.16928731876659175,0.16928731876659175,Fy/Fz lateral shear ratio; upper-tail sensitive-phase shear ratio,0.688,False,True,True,True,True,0.125,downweighted_redundant_with_ry_rms_r=-0.967;downweighted_redundant_with_ry_absmean_r=-0.972;downweighted_redundant_with_ry_mean_r=-0.972
Exp2_to_Exp1,Exp2,Exp1,ry_p2p,ry,p2p,-2.2486576380563923,9.61137599487839,11.860033632934783,1,5.050126619765959,1.0,1.0,Fy/Fz lateral shear ratio; peak-to-peak sensitive-phase span,1.0,False,False,True,True,True,1.0,
Exp2_to_Exp1,Exp2,Exp1,ry_std,ry,std,-2.1985992521312925,5.082595228151969,7.281194480283261,1,4.97246765009452,1.0,1.0,Fy/Fz lateral shear ratio; within-phase dispersion,1.0,False,False,True,True,True,1.0,
Exp2_to_Exp1,Exp2,Exp1,ry_corrdist_base,ry,corrdist_base,1.4095754634708657,12.0,10.590424536529135,1,4.258598388462259,0.9828466408004901,0.9828466408004901,Fy/Fz lateral shear ratio; shape departure from the baseline mean waveform,1.0,False,False,True,True,True,1.0,
Exp2_to_Exp1,Exp2,Exp1,ry_peak_phase,ry,peak_phase,-0.01020407988337795,4.3367339504372655,4.3469380303206435,1,1.7214193770220403,0.9782665772047026,0.9782665772047026,Fy/Fz lateral shear ratio; phase location of the largest absolute response,1.0,False,False,True,True,True,1.0,
Exp2_to_Exp1,Exp2,Exp1,ry_peak_width,ry,peak_width,0.27365001962715435,-1.4703613443319572,-1.7440113639591115,-1,-3.9892820494473,-0.984691793809621,0.984691793809621,Fy/Fz lateral shear ratio; fraction of sensitive phase near the peak response,1.0,False,False,True,True,True,1.0,
Exp2_to_Exp1,Exp2,Exp1,rs_mean,rs,mean,-0.5455377059600268,0.47460399894869315,1.02014170490872,1,2.7042378624391583,0.9553808454155606,0.9553808454155606,resultant shear ratio contrast; signed average shear ratio in the sensitive phase,1.0,False,False,True,True,False,0.25,downweighted_redundant_with_rs_rms_r=0.998;downweighted_redundant_with_rs_absmean_r=1.000
Exp2_to_Exp1,Exp2,Exp1,rs_absmean,rs,absmean,-0.5455377059600268,0.47460399894869315,1.02014170490872,1,2.7042378624391583,0.9553808454155606,0.9553808454155606,resultant shear ratio contrast; average shear magnitude in the sensitive phase,1.0,False,False,True,True,False,0.5,downweighted_redundant_with_rs_rms_r=0.998
Exp2_to_Exp1,Exp2,Exp1,rs_rms,rs,rms,-0.5548970256200266,0.5891891421497955,1.1440861677698222,1,2.9432216072039568,0.9778289915108376,0.9778289915108376,resultant shear ratio contrast; energy-like shear ratio magnitude,1.0,False,False,True,True,False,1.0,
Exp2_to_Exp1,Exp2,Exp1,rs_q05,rs,q05,-0.5376514164144968,0.6107081073372791,1.1483595237517759,1,2.192372805118724,0.8426587706759241,0.8426587706759241,resultant shear ratio contrast; lower-tail sensitive-phase shear ratio,1.0,False,False,True,True,False,0.25,downweighted_redundant_with_rs_absmean_r=0.960;downweighted_redundant_with_rs_mean_r=0.960
Exp2_to_Exp1,Exp2,Exp1,rs_q95,rs,q95,-0.6518213092249161,1.9602087647386521,2.6120300739635685,1,6.112530005669061,1.0,1.0,resultant shear ratio contrast; upper-tail sensitive-phase shear ratio,1.0,False,False,True,True,False,1.0,
Exp2_to_Exp1,Exp2,Exp1,rs_p2p,rs,p2p,0.1546042167889598,8.81272006346232,8.658115846673361,1,8.557436928117838,1.0,1.0,resultant shear ratio contrast; peak-to-peak sensitive-phase span,1.0,False,False,True,True,False,1.0,
Exp2_to_Exp1,Exp2,Exp1,rs_std,rs,std,-0.24060982163211814,4.095744734404363,4.336354556036481,1,5.448014548981423,1.0,1.0,resultant shear ratio contrast; within-phase dispersion,1.0,False,False,True,True,False,0.5,downweighted_redundant_with_rs_p2p_r=0.970
Exp2_to_Exp1,Exp2,Exp1,rs_corrdist_base,rs,corrdist_base,0.28103023442380043,6.463374993248847,6.182344758825046,1,4.887155075335495,1.0,1.0,resultant shear ratio contrast; shape departure from the baseline mean waveform,1.0,False,False,True,True,False,1.0,
