direction,setting,metric,value_mean,value_std,seed_count
Exp1_to_Exp2,V35_HardAND_Current,median_absolute_detection_delay,109.16666666666697,50.0,3
Exp1_to_Exp2,V35_HardAND_Current,unmatched_candidate_count,2.4,0.5477225575051661,5
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,Top_4_event_recall,0.5,0.25,5
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,Top_8_event_recall,0.5,0.25,5
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,adapter_frozen_fraction,0.07619370132069082,0.02376724585962433,5
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,adapter_update_fraction,0.9238062986793093,0.02376724585962431,5
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,boundary_hit_rate_250,0.3,0.2091650066335189,5
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,boundary_hit_rate_500,0.5,0.25,5
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,candidate_event_count,3.2,0.8366600265340756,5
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,event_level_f1,0.3238095238095238,0.20523201847152334,5
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,event_level_precision,0.36666666666666664,0.2173067468400883,5
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,mean_absolute_detection_delay,113.77035743463648,30.74878068561538,4
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,median_absolute_detection_delay,113.77035743463648,30.74878068561538,4
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,unmatched_candidate_count,2.0,0.7071067811865476,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze,Top_4_event_recall,0.55,0.2738612787525831,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze,Top_8_event_recall,0.55,0.2738612787525831,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze,adapter_frozen_fraction,0.11678519020205443,0.02917271653722539,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze,adapter_update_fraction,0.8832148097979455,0.029172716537225363,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze,boundary_hit_rate_250,0.35,0.22360679774997896,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze,boundary_hit_rate_500,0.55,0.2738612787525831,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze,candidate_event_count,3.4,0.5477225575051661,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze,event_level_f1,0.37142857142857144,0.23364896048280182,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze,event_level_precision,0.4,0.2527625148017183,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze,mean_absolute_detection_delay,128.02733091536265,40.09004660850122,4
Exp2_to_Exp1,V351_EventGate_WarningFreeze,median_absolute_detection_delay,128.02733091536265,40.09004660850122,4
Exp2_to_Exp1,V351_EventGate_WarningFreeze,unmatched_candidate_count,2.0,0.7071067811865476,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,Top_4_event_recall,0.15,0.13693063937629152,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,Top_8_event_recall,0.15,0.13693063937629152,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,adapter_frozen_fraction,0.053843548933288174,0.02483491360705571,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,adapter_update_fraction,0.1892538661248448,0.005036503201511194,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,boundary_hit_rate_250,0.0,0.0,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,boundary_hit_rate_500,0.1,0.13693063937629152,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,candidate_event_count,1.0,1.0,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,event_level_f1,0.0,0.0,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,event_level_precision,0.0,0.0,5
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,mean_absolute_detection_delay,,,0
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,median_absolute_detection_delay,,,0
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,unmatched_candidate_count,1.0,1.0,5
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,Top_4_event_recall,0.15,0.13693063937629152,5
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,Top_8_event_recall,0.15,0.13693063937629152,5
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,adapter_frozen_fraction,0.053843548933288174,0.02483491360705571,5
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,adapter_update_fraction,0.1892538661248448,0.005036503201511194,5
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,boundary_hit_rate_250,0.0,0.0,5
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,boundary_hit_rate_500,0.1,0.13693063937629152,5
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,candidate_event_count,1.0,1.0,5
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,event_level_f1,0.0,0.0,5
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,event_level_precision,0.0,0.0,5
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,mean_absolute_detection_delay,,,0
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,median_absolute_detection_delay,,,0
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,unmatched_candidate_count,1.0,1.0,5
Exp2_to_Exp1,V35_HardAND_Current,Top_4_event_recall,0.5,0.1767766952966369,5
Exp2_to_Exp1,V35_HardAND_Current,Top_8_event_recall,0.55,0.2091650066335189,5
Exp2_to_Exp1,V35_HardAND_Current,adapter_frozen_fraction,0.06816512740625347,0.05962907108662447,5
Exp2_to_Exp1,V35_HardAND_Current,adapter_update_fraction,0.9318348725937465,0.05962907108662445,5
Exp2_to_Exp1,V35_HardAND_Current,boundary_hit_rate_250,0.55,0.2091650066335189,5
Exp2_to_Exp1,V35_HardAND_Current,boundary_hit_rate_500,0.55,0.2091650066335189,5
Exp2_to_Exp1,V35_HardAND_Current,candidate_event_count,3.0,1.5811388300841898,5
Exp2_to_Exp1,V35_HardAND_Current,event_level_f1,0.6109523809523809,0.13379596609845032,5
Exp2_to_Exp1,V35_HardAND_Current,event_level_precision,0.8033333333333333,0.18723128893311494,5
Exp2_to_Exp1,V35_HardAND_Current,mean_absolute_detection_delay,92.76463537142237,22.319562480471706,5
Exp2_to_Exp1,V35_HardAND_Current,median_absolute_detection_delay,92.39660018318027,22.774202493636736,5
Exp2_to_Exp1,V35_HardAND_Current,unmatched_candidate_count,0.8,0.8366600265340756,5
