direction_id,source_dataset,target_dataset,feature_group,formulation,model_name,feature_name,channel,feature_family,direction_sign,abs_effect_size,direction_stability,redundancy_factor,normalized_weight,contribution_mean_stage1,contribution_mean_stage5,contribution_gap,redundancy_notes,physical_meaning
Exp1_to_Exp2,Exp1,Exp2,stable_plus,weighted_direction,M2_stable,rx_corrdist_base,rx,corrdist_base,1,1.0,1.0,0.5,0.0860407619610249,0.10815341973543378,1.032489143532299,0.9243357237968651,downweighted_with_rs_corrdist_base_r=0.988,Fx/Fz main shear ratio; shape departure from the baseline mean waveform
Exp1_to_Exp2,Exp1,Exp2,stable_plus,weighted_direction,M2_stable,rs_rms,rs,rms,1,0.5593777357078118,1.0,0.25,0.02406464330216647,-0.12177575696195864,-0.09071990768766536,0.03105584927429328,downweighted_with_rs_mean_r=0.976;downweighted_with_rs_absmean_r=0.976,resultant shear ratio contrast; energy-like shear ratio magnitude
Exp1_to_Exp2,Exp1,Exp2,stable_plus,weighted_direction,M2_stable,ry_p2p,ry,p2p,1,1.0,1.0,1.0,0.1720815239220498,-0.07203247952712183,1.429722675690752,1.5017551552178738,,Fy/Fz lateral shear ratio; peak-to-peak sensitive-phase span
Exp1_to_Exp2,Exp1,Exp2,stable_plus,weighted_direction,M2_stable,rx_mean,rx,mean,1,0.5096114405560659,1.0,1.0,0.08769471329899892,-0.4751503925979345,-0.3695879268414111,0.1055624657565234,,Fx/Fz main shear ratio; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus,weighted_direction,M2_stable,rx_absmean,rx,absmean,1,0.5096114405560659,1.0,0.5,0.04384735664949946,-0.23757519629896726,-0.18479396342070556,0.0527812328782617,downweighted_with_rx_mean_r=1.000,Fx/Fz main shear ratio; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus,weighted_direction,M2_stable,rx_q05,rx,q05,1,0.6697903616470391,1.0,1.0,0.11525854614052335,-0.8478088682700319,-0.40974651113677596,0.4380623571332559,,Fx/Fz main shear ratio; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,mean_z,M0_stable_no_corrdist,rs_mean,rs,mean,1,0.6594894067206771,1.0,1.0,0.125,-0.704333182600644,-0.4166970502514824,0.28763613234916163,,resultant shear ratio contrast; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,mean_z,M0_stable_no_corrdist,rs_absmean,rs,absmean,1,0.6594894067206771,1.0,0.5,0.125,-0.704333182600644,-0.4166970502514824,0.28763613234916163,downweighted_with_rs_mean_r=1.000,resultant shear ratio contrast; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,mean_z,M0_stable_no_corrdist,rs_q05,rs,q05,1,0.7479130512789578,1.0,1.0,0.125,-1.0039586559107945,-0.3795297609501091,0.6244288949606853,,resultant shear ratio contrast; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,mean_z,M0_stable_no_corrdist,rs_rms,rs,rms,1,0.5593777357078118,1.0,0.25,0.125,-0.6325449926313448,-0.4712302741648061,0.16131471846653866,downweighted_with_rs_mean_r=0.976;downweighted_with_rs_absmean_r=0.976,resultant shear ratio contrast; energy-like shear ratio magnitude
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,mean_z,M0_stable_no_corrdist,ry_p2p,ry,p2p,1,1.0,1.0,1.0,0.125,-0.052324385184832074,1.0385503939533869,1.090874779138219,,Fy/Fz lateral shear ratio; peak-to-peak sensitive-phase span
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,mean_z,M0_stable_no_corrdist,rx_mean,rx,mean,1,0.5096114405560659,1.0,1.0,0.125,-0.6772791293841863,-0.5268104440647481,0.15046868531943824,,Fx/Fz main shear ratio; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,mean_z,M0_stable_no_corrdist,rx_absmean,rx,absmean,1,0.5096114405560659,1.0,0.5,0.125,-0.6772791293841863,-0.5268104440647481,0.15046868531943824,downweighted_with_rx_mean_r=1.000,Fx/Fz main shear ratio; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,mean_z,M0_stable_no_corrdist,rx_q05,rx,q05,1,0.6697903616470391,1.0,1.0,0.125,-0.9194642139989151,-0.4443775807275199,0.47508663327139516,,Fx/Fz main shear ratio; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,direction_mean_z,M1_stable_no_corrdist,rs_mean,rs,mean,1,0.6594894067206771,1.0,1.0,0.125,-0.704333182600644,-0.4166970502514824,0.28763613234916163,,resultant shear ratio contrast; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,direction_mean_z,M1_stable_no_corrdist,rs_absmean,rs,absmean,1,0.6594894067206771,1.0,0.5,0.125,-0.704333182600644,-0.4166970502514824,0.28763613234916163,downweighted_with_rs_mean_r=1.000,resultant shear ratio contrast; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,direction_mean_z,M1_stable_no_corrdist,rs_q05,rs,q05,1,0.7479130512789578,1.0,1.0,0.125,-1.0039586559107945,-0.3795297609501091,0.6244288949606853,,resultant shear ratio contrast; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,direction_mean_z,M1_stable_no_corrdist,rs_rms,rs,rms,1,0.5593777357078118,1.0,0.25,0.125,-0.6325449926313448,-0.4712302741648061,0.16131471846653866,downweighted_with_rs_mean_r=0.976;downweighted_with_rs_absmean_r=0.976,resultant shear ratio contrast; energy-like shear ratio magnitude
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,direction_mean_z,M1_stable_no_corrdist,ry_p2p,ry,p2p,1,1.0,1.0,1.0,0.125,-0.052324385184832074,1.0385503939533869,1.090874779138219,,Fy/Fz lateral shear ratio; peak-to-peak sensitive-phase span
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,direction_mean_z,M1_stable_no_corrdist,rx_mean,rx,mean,1,0.5096114405560659,1.0,1.0,0.125,-0.6772791293841863,-0.5268104440647481,0.15046868531943824,,Fx/Fz main shear ratio; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,direction_mean_z,M1_stable_no_corrdist,rx_absmean,rx,absmean,1,0.5096114405560659,1.0,0.5,0.125,-0.6772791293841863,-0.5268104440647481,0.15046868531943824,downweighted_with_rx_mean_r=1.000,Fx/Fz main shear ratio; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,direction_mean_z,M1_stable_no_corrdist,rx_q05,rx,q05,1,0.6697903616470391,1.0,1.0,0.125,-0.9194642139989151,-0.4443775807275199,0.47508663327139516,,Fx/Fz main shear ratio; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,weighted_direction,M2_stable_no_corrdist,rs_mean,rs,mean,1,0.6594894067206771,1.0,1.0,0.1529712241781352,-0.8619416733736204,-0.5099412631070974,0.35200041026652296,,resultant shear ratio contrast; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,weighted_direction,M2_stable_no_corrdist,rs_absmean,rs,absmean,1,0.6594894067206771,1.0,0.5,0.0764856120890676,-0.4309708366868102,-0.2549706315535487,0.17600020513326148,downweighted_with_rs_mean_r=1.000,resultant shear ratio contrast; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,weighted_direction,M2_stable_no_corrdist,rs_q05,rs,q05,1,0.7479130512789578,1.0,1.0,0.17348144468589455,-1.3933455842585083,-0.526730969847337,0.8666146144111713,,resultant shear ratio contrast; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,weighted_direction,M2_stable_no_corrdist,rs_rms,rs,rms,1,0.5593777357078118,1.0,0.25,0.03243747971431005,-0.16414532293494116,-0.12228417967191728,0.041861143263023884,downweighted_with_rs_mean_r=0.976;downweighted_with_rs_absmean_r=0.976,resultant shear ratio contrast; energy-like shear ratio magnitude
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,weighted_direction,M2_stable_no_corrdist,ry_p2p,ry,p2p,1,1.0,1.0,1.0,0.23195402779672736,-0.09709481516487367,1.9271675755789284,2.024262390743802,,Fy/Fz lateral shear ratio; peak-to-peak sensitive-phase span
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,weighted_direction,M2_stable_no_corrdist,rx_mean,rx,mean,1,0.5096114405560659,1.0,1.0,0.11820642624827198,-0.6404699636563654,-0.4981790392252724,0.14229092443109304,,Fx/Fz main shear ratio; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,weighted_direction,M2_stable_no_corrdist,rx_absmean,rx,absmean,1,0.5096114405560659,1.0,0.5,0.05910321312413599,-0.3202349818281827,-0.2490895196126362,0.07114546221554652,downweighted_with_rx_mean_r=1.000,Fx/Fz main shear ratio; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,stable_plus_no_corrdist,weighted_direction,M2_stable_no_corrdist,rx_q05,rx,q05,1,0.6697903616470391,1.0,1.0,0.1553605721634574,-1.1427878909655607,-0.5523100415875237,0.5904778493780369,,Fx/Fz main shear ratio; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,rx_only,mean_z,rx_only_mean_z,rx_absmean,rx,absmean,1,0.5096114405560659,1.0,1.0,0.1,-0.5418233035073491,-0.42144835525179847,0.12037494825555062,,Fx/Fz main shear ratio; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,rx_only,mean_z,rx_only_mean_z,rx_corrdist_base,rx,corrdist_base,1,1.0,1.0,1.0,0.1,0.1257002114700304,1.2000000000000002,1.0742997885299697,,Fx/Fz main shear ratio; shape departure from the baseline mean waveform
Exp1_to_Exp2,Exp1,Exp2,rx_only,mean_z,rx_only_mean_z,rx_mean,rx,mean,1,0.5096114405560659,1.0,0.5,0.1,-0.5418233035073491,-0.42144835525179847,0.12037494825555062,downweighted_with_rx_absmean_r=1.000,Fx/Fz main shear ratio; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,rx_only,mean_z,rx_only_mean_z,rx_p2p,rx,p2p,1,1.0,1.0,1.0,0.1,0.3862456422364725,-1.2000000000000002,-1.5862456422364728,,Fx/Fz main shear ratio; peak-to-peak sensitive-phase span
Exp1_to_Exp2,Exp1,Exp2,rx_only,mean_z,rx_only_mean_z,rx_peak_phase,rx,peak_phase,1,0.9034778869740867,1.0,1.0,0.1,0.8230762139650896,-0.7307686011839818,-1.5538448151490714,,Fx/Fz main shear ratio; phase location of the largest absolute response
Exp1_to_Exp2,Exp1,Exp2,rx_only,mean_z,rx_only_mean_z,rx_peak_width,rx,peak_width,1,1.0,1.0,1.0,0.1,-0.26363635672018904,0.6948051765778376,0.9584415332980266,,Fx/Fz main shear ratio; fraction of sensitive phase near the peak response
Exp1_to_Exp2,Exp1,Exp2,rx_only,mean_z,rx_only_mean_z,rx_q05,rx,q05,1,0.6697903616470391,1.0,1.0,0.1,-0.7355713711991321,-0.35550206458201594,0.38006930661711613,,Fx/Fz main shear ratio; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,rx_only,mean_z,rx_only_mean_z,rx_q95,rx,q95,1,0.9983827810103597,1.0,1.0,0.1,-0.3690418791952168,-0.8485420563283248,-0.479500177133108,,Fx/Fz main shear ratio; upper-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,rx_only,mean_z,rx_only_mean_z,rx_rms,rx,rms,1,0.018224338094045,0.902,0.25,0.1,-0.4884550315991389,-0.4687641420180961,0.019690889581042814,downweighted_with_rx_absmean_r=0.969;downweighted_with_rx_mean_r=0.969,Fx/Fz main shear ratio; energy-like shear ratio magnitude
Exp1_to_Exp2,Exp1,Exp2,rx_only,mean_z,rx_only_mean_z,rx_std,rx,std,1,1.0,1.0,1.0,0.1,0.26912346691670147,-1.2000000000000002,-1.4691234669167017,,Fx/Fz main shear ratio; within-phase dispersion
Exp1_to_Exp2,Exp1,Exp2,rx_only,direction_mean_z,rx_only_direction_mean_z,rx_absmean,rx,absmean,1,0.5096114405560659,1.0,1.0,0.1,-0.5418233035073491,-0.42144835525179847,0.12037494825555062,,Fx/Fz main shear ratio; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,rx_only,direction_mean_z,rx_only_direction_mean_z,rx_corrdist_base,rx,corrdist_base,1,1.0,1.0,1.0,0.1,0.1257002114700304,1.2000000000000002,1.0742997885299697,,Fx/Fz main shear ratio; shape departure from the baseline mean waveform
Exp1_to_Exp2,Exp1,Exp2,rx_only,direction_mean_z,rx_only_direction_mean_z,rx_mean,rx,mean,1,0.5096114405560659,1.0,0.5,0.1,-0.5418233035073491,-0.42144835525179847,0.12037494825555062,downweighted_with_rx_absmean_r=1.000,Fx/Fz main shear ratio; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,rx_only,direction_mean_z,rx_only_direction_mean_z,rx_p2p,rx,p2p,-1,1.0,1.0,1.0,0.1,-0.3862456422364725,1.2000000000000002,1.5862456422364728,,Fx/Fz main shear ratio; peak-to-peak sensitive-phase span
Exp1_to_Exp2,Exp1,Exp2,rx_only,direction_mean_z,rx_only_direction_mean_z,rx_peak_phase,rx,peak_phase,-1,0.9034778869740867,1.0,1.0,0.1,-0.8230762139650896,0.7307686011839818,1.5538448151490714,,Fx/Fz main shear ratio; phase location of the largest absolute response
Exp1_to_Exp2,Exp1,Exp2,rx_only,direction_mean_z,rx_only_direction_mean_z,rx_peak_width,rx,peak_width,1,1.0,1.0,1.0,0.1,-0.26363635672018904,0.6948051765778376,0.9584415332980266,,Fx/Fz main shear ratio; fraction of sensitive phase near the peak response
Exp1_to_Exp2,Exp1,Exp2,rx_only,direction_mean_z,rx_only_direction_mean_z,rx_q05,rx,q05,1,0.6697903616470391,1.0,1.0,0.1,-0.7355713711991321,-0.35550206458201594,0.38006930661711613,,Fx/Fz main shear ratio; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,rx_only,direction_mean_z,rx_only_direction_mean_z,rx_q95,rx,q95,-1,0.9983827810103597,1.0,1.0,0.1,0.3690418791952168,0.8485420563283248,0.479500177133108,,Fx/Fz main shear ratio; upper-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,rx_only,direction_mean_z,rx_only_direction_mean_z,rx_rms,rx,rms,1,0.018224338094045,0.902,0.25,0.1,-0.4884550315991389,-0.4687641420180961,0.019690889581042814,downweighted_with_rx_absmean_r=0.969;downweighted_with_rx_mean_r=0.969,Fx/Fz main shear ratio; energy-like shear ratio magnitude
Exp1_to_Exp2,Exp1,Exp2,rx_only,direction_mean_z,rx_only_direction_mean_z,rx_std,rx,std,-1,1.0,1.0,1.0,0.1,-0.26912346691670147,1.2000000000000002,1.4691234669167017,,Fx/Fz main shear ratio; within-phase dispersion
Exp1_to_Exp2,Exp1,Exp2,rx_only,weighted_direction,rx_only_weighted_direction,rx_absmean,rx,absmean,1,0.5096114405560659,1.0,1.0,0.06942766999928437,-0.37617529513830333,-0.29260177330163034,0.08357352183667299,,Fx/Fz main shear ratio; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,rx_only,weighted_direction,rx_only_weighted_direction,rx_corrdist_base,rx,corrdist_base,1,1.0,1.0,1.0,0.13623648229625285,0.17124954634572037,1.6348377875550342,1.4635882412093137,,Fx/Fz main shear ratio; shape departure from the baseline mean waveform
Exp1_to_Exp2,Exp1,Exp2,rx_only,weighted_direction,rx_only_weighted_direction,rx_mean,rx,mean,1,0.5096114405560659,1.0,0.5,0.03471383499964219,-0.18808764756915167,-0.14630088665081517,0.041786760918336496,downweighted_with_rx_absmean_r=1.000,Fx/Fz main shear ratio; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,rx_only,weighted_direction,rx_only_weighted_direction,rx_p2p,rx,p2p,-1,1.0,1.0,1.0,0.13623648229625285,-0.52620747600554,1.6348377875550342,2.161045263560574,,Fx/Fz main shear ratio; peak-to-peak sensitive-phase span
Exp1_to_Exp2,Exp1,Exp2,rx_only,weighted_direction,rx_only_weighted_direction,rx_peak_phase,rx,peak_phase,-1,0.9034778869740867,1.0,1.0,0.12308664915380109,-1.013096931751599,0.8994785842654676,1.9125755160170665,,Fx/Fz main shear ratio; phase location of the largest absolute response
Exp1_to_Exp2,Exp1,Exp2,rx_only,weighted_direction,rx_only_weighted_direction,rx_peak_width,rx,peak_width,1,1.0,1.0,1.0,0.13623648229625285,-0.3591688984495863,0.9465781313819139,1.3057470298315002,,Fx/Fz main shear ratio; fraction of sensitive phase near the peak response
Exp1_to_Exp2,Exp1,Exp2,rx_only,weighted_direction,rx_only_weighted_direction,rx_q05,rx,q05,1,0.6697903616470391,1.0,1.0,0.09124988274672763,-0.6712080137377047,-0.3243952170932855,0.34681279664441916,,Fx/Fz main shear ratio; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,rx_only,weighted_direction,rx_only_weighted_direction,rx_q95,rx,q95,-1,0.9983827810103597,1.0,1.0,0.13601615807000156,0.5019565857506703,1.154154304625976,0.6521977188753056,,Fx/Fz main shear ratio; upper-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,rx_only,weighted_direction,rx_only_weighted_direction,rx_rms,rx,rms,1,0.018224338094045,0.902,0.25,0.0005598758455318699,-0.002734741738208641,-0.0026244972036740307,0.00011024453453461038,downweighted_with_rx_absmean_r=0.969;downweighted_with_rx_mean_r=0.969,Fx/Fz main shear ratio; energy-like shear ratio magnitude
Exp1_to_Exp2,Exp1,Exp2,rx_only,weighted_direction,rx_only_weighted_direction,rx_std,rx,std,-1,1.0,1.0,1.0,0.13623648229625285,-0.3666443443610339,1.6348377875550342,2.001482131916068,,Fx/Fz main shear ratio; within-phase dispersion
Exp1_to_Exp2,Exp1,Exp2,ry_only,mean_z,ry_only_mean_z,ry_absmean,ry,absmean,1,1.0,1.0,1.0,0.1,-0.09843006787796345,0.762565114144992,0.8609951820229554,,Fy/Fz lateral shear ratio; average shear magnitude in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,ry_only,mean_z,ry_only_mean_z,ry_corrdist_base,ry,corrdist_base,1,0.961053110238778,1.0,1.0,0.1,0.3105607254436616,0.9470787011891961,0.6365179757455346,,Fy/Fz lateral shear ratio; shape departure from the baseline mean waveform
Exp1_to_Exp2,Exp1,Exp2,ry_only,mean_z,ry_only_mean_z,ry_mean,ry,mean,1,1.0,1.0,0.5,0.1,0.1068109359804808,-0.6728109256361288,-0.7796218616166095,downweighted_with_ry_absmean_r=0.998,Fy/Fz lateral shear ratio; signed average shear ratio in the sensitive phase
Exp1_to_Exp2,Exp1,Exp2,ry_only,mean_z,ry_only_mean_z,ry_p2p,ry,p2p,1,1.0,1.0,1.0,0.1,-0.04185950814786566,0.8308403151627095,0.8726998233105752,,Fy/Fz lateral shear ratio; peak-to-peak sensitive-phase span
Exp1_to_Exp2,Exp1,Exp2,ry_only,mean_z,ry_only_mean_z,ry_peak_phase,ry,peak_phase,1,0.12745219954774778,0.954,1.0,0.1,1.5543100584417226e-14,0.34999951000084145,0.3499995100008259,,Fy/Fz lateral shear ratio; phase location of the largest absolute response
Exp1_to_Exp2,Exp1,Exp2,ry_only,mean_z,ry_only_mean_z,ry_peak_width,ry,peak_width,1,0.6600765302176812,1.0,1.0,0.1,-0.01666666610555557,0.11166666290722237,0.12833332901277794,,Fy/Fz lateral shear ratio; fraction of sensitive phase near the peak response
Exp1_to_Exp2,Exp1,Exp2,ry_only,mean_z,ry_only_mean_z,ry_q05,ry,q05,1,1.0,1.0,1.0,0.1,1.0142213630122283,-1.2000000000000002,-2.2142213630122285,,Fy/Fz lateral shear ratio; lower-tail sensitive-phase shear ratio
Exp1_to_Exp2,Exp1,Exp2,ry_only,mean_z,ry_only_mean_z,ry_q95,ry,q95,1,1.0,1.0,1.0,0.1,0.08899135827691054,-0.23145885159001864,-0.3204502098669292,,Fy/Fz lateral shear ratio; upper-tail sensitive-phase shear ratio
