direction,setting,metric,value_mean,value_std,seed_count
Exp1_to_Exp2,DualBranchAdaptation,event_level_precision,0.12527777777777777,0.03904235591707492,5
Exp1_to_Exp2,DualBranchAdaptation,mean_absolute_detection_delay,73.08194154488541,32.54881940526783,5
Exp1_to_Exp2,DualBranchAdaptation,median_absolute_detection_delay,72.54749478079366,32.45605775359889,5
Exp1_to_Exp2,DualBranchAdaptation,proximity_score,0.516734168406402,0.19603938424105963,5
Exp1_to_Exp2,DualBranchAdaptation,stage_internal_event_count,9.8,1.7888543819998315,5
Exp1_to_Exp2,OnlineAdaptation,Top_4_event_recall,0.15,0.13693063937629152,5
Exp1_to_Exp2,OnlineAdaptation,Top_8_event_recall,0.25,0.25,5
Exp1_to_Exp2,OnlineAdaptation,boundary_hit_rate_250,0.25,0.25,5
Exp1_to_Exp2,OnlineAdaptation,boundary_hit_rate_500,0.4,0.45414755311462374,5
Exp1_to_Exp2,OnlineAdaptation,candidate_event_count,11.0,5.477225575051661,5
Exp1_to_Exp2,OnlineAdaptation,event_level_f1,0.1141025641025641,0.11050954840774332,5
Exp1_to_Exp2,OnlineAdaptation,event_level_precision,0.07555555555555556,0.07345108391572626,5
Exp1_to_Exp2,OnlineAdaptation,mean_absolute_detection_delay,93.94745998608217,35.87905637996335,3
Exp1_to_Exp2,OnlineAdaptation,median_absolute_detection_delay,93.94745998608217,35.87905637996335,3
Exp1_to_Exp2,OnlineAdaptation,proximity_score,0.3543990953375087,0.3395363312035224,5
Exp1_to_Exp2,OnlineAdaptation,stage_internal_event_count,8.2,2.9495762407505253,5
Exp1_to_Exp2,TargetSupervisedReference,Top_4_event_recall,0.05,0.1118033988749895,5
Exp1_to_Exp2,TargetSupervisedReference,Top_8_event_recall,0.45,0.2091650066335189,5
Exp1_to_Exp2,TargetSupervisedReference,boundary_hit_rate_250,0.3,0.2091650066335189,5
Exp1_to_Exp2,TargetSupervisedReference,boundary_hit_rate_500,0.55,0.32596012026013244,5
Exp1_to_Exp2,TargetSupervisedReference,candidate_event_count,12.8,3.7682887362833544,5
Exp1_to_Exp2,TargetSupervisedReference,event_level_f1,0.1287299130178387,0.08247937120901289,5
Exp1_to_Exp2,TargetSupervisedReference,event_level_precision,0.0822473604826546,0.051616545078937995,5
Exp1_to_Exp2,TargetSupervisedReference,mean_absolute_detection_delay,76.99134481558838,13.787272441135137,4
Exp1_to_Exp2,TargetSupervisedReference,median_absolute_detection_delay,76.99134481558838,13.787272441135137,4
Exp1_to_Exp2,TargetSupervisedReference,proximity_score,0.4661377000695895,0.27459956000206115,5
Exp1_to_Exp2,TargetSupervisedReference,stage_internal_event_count,8.4,2.302172886644268,5
Exp2_to_Exp1,CalibrationOnly,Top_4_event_recall,0.75,0.0,5
Exp2_to_Exp1,CalibrationOnly,Top_8_event_recall,0.9,0.13693063937629152,5
Exp2_to_Exp1,CalibrationOnly,boundary_hit_rate_250,0.85,0.22360679774997896,5
Exp2_to_Exp1,CalibrationOnly,boundary_hit_rate_500,0.85,0.22360679774997896,5
Exp2_to_Exp1,CalibrationOnly,candidate_event_count,28.4,5.856620185738529,5
Exp2_to_Exp1,CalibrationOnly,event_level_f1,0.20753076988371108,0.026110962625404313,5
Exp2_to_Exp1,CalibrationOnly,event_level_precision,0.11883512544802868,0.012849037449921039,5
Exp2_to_Exp1,CalibrationOnly,mean_absolute_detection_delay,65.71255633504515,6.844927627496082,5
Exp2_to_Exp1,CalibrationOnly,median_absolute_detection_delay,69.31967710625796,8.70123699744415,5
Exp2_to_Exp1,CalibrationOnly,proximity_score,0.8162353841226482,0.17179327080060403,5
Exp2_to_Exp1,CalibrationOnly,stage_internal_event_count,21.6,5.412947441089743,5
Exp2_to_Exp1,DirectTransfer,Top_4_event_recall,0.0,0.0,5
Exp2_to_Exp1,DirectTransfer,Top_8_event_recall,0.0,0.0,5
Exp2_to_Exp1,DirectTransfer,boundary_hit_rate_250,0.0,0.0,5
Exp2_to_Exp1,DirectTransfer,boundary_hit_rate_500,0.0,0.0,5
Exp2_to_Exp1,DirectTransfer,candidate_event_count,0.0,0.0,5
Exp2_to_Exp1,DirectTransfer,event_level_f1,0.0,0.0,5
Exp2_to_Exp1,DirectTransfer,event_level_precision,0.0,0.0,5
Exp2_to_Exp1,DirectTransfer,mean_absolute_detection_delay,,,0
Exp2_to_Exp1,DirectTransfer,median_absolute_detection_delay,,,0
Exp2_to_Exp1,DirectTransfer,proximity_score,0.0,0.0,5
Exp2_to_Exp1,DirectTransfer,stage_internal_event_count,0.0,0.0,5
Exp2_to_Exp1,DualBranchAdaptation,Top_4_event_recall,0.75,0.0,5
Exp2_to_Exp1,DualBranchAdaptation,Top_8_event_recall,0.85,0.13693063937629152,5
Exp2_to_Exp1,DualBranchAdaptation,boundary_hit_rate_250,0.8,0.2091650066335189,5
Exp2_to_Exp1,DualBranchAdaptation,boundary_hit_rate_500,0.8,0.2091650066335189,5
Exp2_to_Exp1,DualBranchAdaptation,candidate_event_count,26.2,4.764451699828638,5
Exp2_to_Exp1,DualBranchAdaptation,event_level_f1,0.20932666321660626,0.02749719523186943,5
Exp2_to_Exp1,DualBranchAdaptation,event_level_precision,0.12091954022988505,0.013528756791228162,5
Exp2_to_Exp1,DualBranchAdaptation,mean_absolute_detection_delay,65.1273092564661,8.927228516177705,5
Exp2_to_Exp1,DualBranchAdaptation,median_absolute_detection_delay,63.997759924958515,16.171708108507396,5
Exp2_to_Exp1,DualBranchAdaptation,proximity_score,0.7692244066448248,0.1580559029935586,5
Exp2_to_Exp1,DualBranchAdaptation,stage_internal_event_count,20.0,4.58257569495584,5
Exp2_to_Exp1,OnlineAdaptation,Top_4_event_recall,0.75,0.0,5
Exp2_to_Exp1,OnlineAdaptation,Top_8_event_recall,1.0,0.0,5
Exp2_to_Exp1,OnlineAdaptation,boundary_hit_rate_250,0.85,0.13693063937629155,5
Exp2_to_Exp1,OnlineAdaptation,boundary_hit_rate_500,0.9,0.13693063937629152,5
Exp2_to_Exp1,OnlineAdaptation,candidate_event_count,26.2,3.9623225512317894,5
Exp2_to_Exp1,OnlineAdaptation,event_level_f1,0.22715743038323682,0.03744005133286624,5
Exp2_to_Exp1,OnlineAdaptation,event_level_precision,0.13136894305372565,0.022383520392679334,5
Exp2_to_Exp1,OnlineAdaptation,mean_absolute_detection_delay,61.85042336110706,14.486777316914738,5
Exp2_to_Exp1,OnlineAdaptation,median_absolute_detection_delay,64.46923180605863,17.333949132614016,5
Exp2_to_Exp1,OnlineAdaptation,proximity_score,0.8738391098365552,0.07067672152912487,5
Exp2_to_Exp1,OnlineAdaptation,stage_internal_event_count,21.2,3.7682887362833544,5
Exp2_to_Exp1,TargetSupervisedReference,Top_4_event_recall,0.7,0.11180339887498948,5
Exp2_to_Exp1,TargetSupervisedReference,Top_8_event_recall,0.9,0.13693063937629152,5
Exp2_to_Exp1,TargetSupervisedReference,boundary_hit_rate_250,0.9,0.13693063937629152,5
Exp2_to_Exp1,TargetSupervisedReference,boundary_hit_rate_500,0.9,0.13693063937629152,5
Exp2_to_Exp1,TargetSupervisedReference,candidate_event_count,29.0,3.5355339059327373,5
Exp2_to_Exp1,TargetSupervisedReference,event_level_f1,0.22264997867304523,0.05396900403886556,5
Exp2_to_Exp1,TargetSupervisedReference,event_level_precision,0.12720295573426504,0.03241831655227179,5
Exp2_to_Exp1,TargetSupervisedReference,mean_absolute_detection_delay,52.9471972803867,17.275815238822585,5
Exp2_to_Exp1,TargetSupervisedReference,median_absolute_detection_delay,52.718968866143406,17.828099493862812,5
Exp2_to_Exp1,TargetSupervisedReference,proximity_score,0.8535338136653283,0.1394743699455551,5
Exp2_to_Exp1,TargetSupervisedReference,stage_internal_event_count,23.8,4.764451699828638,5
