window_index,stage,candidate_id,prototype_recomputed,direction_id,ablation
1553,4,STABLE,1,Exp1_to_Exp2,A3_ORDERED_LEVEL_ONLY
1554,4,STABLE,0,Exp1_to_Exp2,A3_ORDERED_LEVEL_ONLY
1556,4,STABLE,0,Exp1_to_Exp2,A3_ORDERED_LEVEL_ONLY
1558,4,STABLE,0,Exp1_to_Exp2,A3_ORDERED_LEVEL_ONLY
1567,4,STABLE,0,Exp1_to_Exp2,A3_ORDERED_LEVEL_ONLY
1568,4,STABLE,0,Exp1_to_Exp2,A3_ORDERED_LEVEL_ONLY
1569,4,STABLE,0,Exp1_to_Exp2,A3_ORDERED_LEVEL_ONLY
1571,4,STABLE,0,Exp1_to_Exp2,A3_ORDERED_LEVEL_ONLY
216,2,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
217,2,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
218,2,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
219,2,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
220,2,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
221,2,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
222,2,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
223,2,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
224,2,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
225,2,STABLE,1,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
946,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
947,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
948,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
949,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
950,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
951,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
952,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
953,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
954,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
955,4,STABLE,1,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
956,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
957,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
958,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
959,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
960,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
961,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
962,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1240,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1241,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1242,4,STABLE,1,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1243,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1244,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1245,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1246,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1247,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1248,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1249,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1250,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1251,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1253,4,STABLE,1,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1254,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1255,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1256,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1258,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1259,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1260,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1261,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1263,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1264,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1265,4,STABLE,1,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1266,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1267,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1268,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1269,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1270,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1271,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1272,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1275,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1276,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1544,4,STABLE,1,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1545,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1546,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1547,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1548,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1549,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1550,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1551,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1552,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1553,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1554,4,STABLE,1,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1555,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1556,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1557,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1558,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1575,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1576,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1577,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1584,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1585,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1586,4,STABLE,1,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1587,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1588,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1592,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
1593,4,STABLE,0,Exp1_to_Exp2,A4_ORDERED_LEVEL_TRAJECTORY
216,2,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
217,2,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
218,2,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
219,2,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
220,2,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
221,2,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
222,2,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
223,2,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
224,2,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
225,2,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
951,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
952,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
953,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
954,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
955,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
956,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
957,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
958,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
959,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1242,4,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1243,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1244,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1245,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1246,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1247,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1248,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1249,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1250,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1251,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1252,4,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1253,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1254,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1255,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1256,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1258,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1259,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1260,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1261,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1262,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1263,4,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1264,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1265,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1266,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1267,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1268,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1269,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1270,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1271,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1272,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1273,4,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1275,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1276,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1466,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1467,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1469,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1472,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1516,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1517,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1518,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1519,4,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1520,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1521,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1522,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1523,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1524,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1525,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1528,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1529,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1530,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1531,4,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1532,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1533,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1534,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1535,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1536,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1537,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1538,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1539,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1540,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1541,4,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1542,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1543,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1544,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1545,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1546,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1547,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1548,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1549,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1550,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1551,4,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1552,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1553,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1554,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1555,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1556,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1557,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1558,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1559,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1572,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1575,4,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1576,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1577,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1578,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1579,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1580,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1581,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1582,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1583,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1584,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1585,4,STABLE,1,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1586,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1587,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1588,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1589,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1590,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1592,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
1616,4,STABLE,0,Exp1_to_Exp2,A5_ROBUST_MEMORY_DISCOVERY
216,2,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
217,2,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
218,2,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
219,2,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
220,2,STABLE,0,Exp1_to_Exp2,A6_ANCHOR_FUSION
