protocol_id,output_name,horizon_cycles,model,prediction_count,MAE,RMSE,direction_accuracy
A_Exp1_to_Exp2,V50_norm,500,Robust_Online_RLS,253,3.115789824809635,4.1351878022493125,0.5454545454545454
A_Exp1_to_Exp2,V50_norm,500,Safe_Ensemble,253,5.414396017479948,6.79545531068199,0.4980237154150198
A_Exp1_to_Exp2,V50_norm,1000,Zero_Delta,243,2.5117409600691207,3.6155252592342015,0.0
A_Exp1_to_Exp2,V50_norm,1000,Local_Linear,243,2.5599387036734917,3.640094945403568,0.4979423868312757
A_Exp1_to_Exp2,V50_norm,1000,Kalman_Trend,243,8.76948758442442,12.022162968434664,0.2551440329218107
A_Exp1_to_Exp2,V50_norm,1000,Frozen_Ridge,243,3.844533704416483,4.802369174445943,0.5390946502057613
A_Exp1_to_Exp2,V50_norm,1000,Robust_Online_RLS,243,2.735548197233544,3.56357919899422,0.5720164609053497
A_Exp1_to_Exp2,V50_norm,1000,Safe_Ensemble,243,3.827731756659849,4.79474468024717,0.5555555555555556
B_Exp2_to_Exp1,D_state,100,Zero_Delta,891,0.2973678386462482,0.7265847859162867,0.2008978675645342
B_Exp2_to_Exp1,D_state,100,Local_Linear,891,0.3016792232007515,0.7257934950841801,0.3793490460157127
B_Exp2_to_Exp1,D_state,100,Kalman_Trend,891,0.3518361567904083,0.8162006220998598,0.3928170594837261
B_Exp2_to_Exp1,D_state,100,Frozen_Ridge,891,1.6801382762114163,2.291781143327122,0.382716049382716
B_Exp2_to_Exp1,D_state,100,Robust_Online_RLS,891,0.739223465924218,1.3052936795293095,0.3984287317620651
B_Exp2_to_Exp1,D_state,100,Safe_Ensemble,891,1.059310324677525,1.799589902437421,0.3916947250280583
B_Exp2_to_Exp1,D_state,500,Zero_Delta,883,0.7228063932030452,1.5305047714109752,0.1687429218573046
B_Exp2_to_Exp1,D_state,500,Local_Linear,883,0.7640229043623042,1.527509019683137,0.3533408833522083
B_Exp2_to_Exp1,D_state,500,Kalman_Trend,883,1.203660007825504,2.3956506528446164,0.3759909399773499
B_Exp2_to_Exp1,D_state,500,Frozen_Ridge,883,3.926941526913329,5.188363955285145,0.4563986409966025
B_Exp2_to_Exp1,D_state,500,Robust_Online_RLS,883,1.6867900368158515,2.49002273846055,0.4552661381653454
B_Exp2_to_Exp1,D_state,500,Safe_Ensemble,883,1.9977129906735216,2.812487809352659,0.4575311438278596
B_Exp2_to_Exp1,D_state,1000,Zero_Delta,873,1.0368705700349443,1.9913146064171727,0.1500572737686139
B_Exp2_to_Exp1,D_state,1000,Local_Linear,873,1.159262582738553,1.989958623846023,0.3379152348224513
B_Exp2_to_Exp1,D_state,1000,Kalman_Trend,873,2.1729249559889428,4.024705950337601,0.3871706758304696
B_Exp2_to_Exp1,D_state,1000,Frozen_Ridge,873,3.019072101431493,3.820011708727237,0.5097365406643757
B_Exp2_to_Exp1,D_state,1000,Robust_Online_RLS,873,2.376364089664893,3.514889684581154,0.4478808705612829
B_Exp2_to_Exp1,D_state,1000,Safe_Ensemble,873,2.53971228427554,3.497755388333903,0.4971363115693012
B_Exp2_to_Exp1,S_severe_candidate,100,Zero_Delta,855,0.6683040974957041,1.778637902088,0.1801169590643274
B_Exp2_to_Exp1,S_severe_candidate,100,Local_Linear,855,0.680530776285907,1.7849811832941098,0.3239766081871345
B_Exp2_to_Exp1,S_severe_candidate,100,Kalman_Trend,855,0.7531398250271771,1.9971932221720503,0.3497076023391813
B_Exp2_to_Exp1,S_severe_candidate,100,Frozen_Ridge,855,2.7568033530117,3.309933056638745,0.3777777777777777
B_Exp2_to_Exp1,S_severe_candidate,100,Robust_Online_RLS,855,1.0354744436985894,2.218656747734996,0.4736842105263157
B_Exp2_to_Exp1,S_severe_candidate,100,Safe_Ensemble,855,1.303563951185496,2.388281775398553,0.4608187134502924
B_Exp2_to_Exp1,S_severe_candidate,500,Zero_Delta,847,1.5679320052370287,3.805924904196421,0.1511216056670602
B_Exp2_to_Exp1,S_severe_candidate,500,Local_Linear,847,1.6814685090501906,3.8514607241762646,0.2963400236127508
B_Exp2_to_Exp1,S_severe_candidate,500,Kalman_Trend,847,2.540307627176541,5.9091615404765685,0.3860684769775679
B_Exp2_to_Exp1,S_severe_candidate,500,Frozen_Ridge,847,3.391879372479925,4.91461392062961,0.422668240850059
B_Exp2_to_Exp1,S_severe_candidate,500,Robust_Online_RLS,847,2.245710432510197,4.470523694213091,0.3990554899645809
B_Exp2_to_Exp1,S_severe_candidate,500,Safe_Ensemble,847,2.365303003734023,4.4668477636154345,0.396694214876033
B_Exp2_to_Exp1,S_severe_candidate,1000,Zero_Delta,837,2.2271531859897085,4.868575394283156,0.1230585424133811
B_Exp2_to_Exp1,S_severe_candidate,1000,Local_Linear,837,2.4696933493328586,4.950413997969451,0.2903225806451613
B_Exp2_to_Exp1,S_severe_candidate,1000,Kalman_Trend,837,4.565202712918256,10.169621165305704,0.4384707287933094
B_Exp2_to_Exp1,S_severe_candidate,1000,Frozen_Ridge,837,4.711024344198307,6.640133609080797,0.4289127837514934
B_Exp2_to_Exp1,S_severe_candidate,1000,Robust_Online_RLS,837,4.219788479869297,6.504822798250365,0.4611708482676224
B_Exp2_to_Exp1,S_severe_candidate,1000,Safe_Ensemble,837,4.420739458844133,6.3944567963699015,0.4229390681003584
B_Exp2_to_Exp1,V50_norm,100,Zero_Delta,891,0.4698130824072667,1.4817812732732365,0.1930415263748597
B_Exp2_to_Exp1,V50_norm,100,Local_Linear,891,0.4745733547077289,1.483549961542432,0.3019079685746352
B_Exp2_to_Exp1,V50_norm,100,Kalman_Trend,891,0.5720264752179871,1.756827754928372,0.3254769921436588
B_Exp2_to_Exp1,V50_norm,100,Frozen_Ridge,891,3.465186449110233,3.72563095642552,0.425364758698092
B_Exp2_to_Exp1,V50_norm,100,Robust_Online_RLS,891,0.9266415610964088,1.7071643840605075,0.4489337822671156
B_Exp2_to_Exp1,V50_norm,100,Safe_Ensemble,891,1.4791481271075273,2.4061075152423053,0.4388327721661055
B_Exp2_to_Exp1,V50_norm,500,Zero_Delta,883,0.6750169068096058,1.8266963278375443,0.160815402038505
B_Exp2_to_Exp1,V50_norm,500,Local_Linear,883,0.7129521480578959,1.8570385787993855,0.2729331823329558
B_Exp2_to_Exp1,V50_norm,500,Kalman_Trend,883,1.3536231426833245,3.6514895816444257,0.3148357870894677
B_Exp2_to_Exp1,V50_norm,500,Frozen_Ridge,883,2.9823836930512195,3.3030313045687687,0.4439411098527746
B_Exp2_to_Exp1,V50_norm,500,Robust_Online_RLS,883,1.0965340187408763,2.0003104378147376,0.4994337485843714
B_Exp2_to_Exp1,V50_norm,500,Safe_Ensemble,883,1.486011332613756,2.342920955359488,0.4711211778029445
B_Exp2_to_Exp1,V50_norm,1000,Zero_Delta,873,0.7621501712718926,1.9733782613964168,0.1328751431844215
B_Exp2_to_Exp1,V50_norm,1000,Local_Linear,873,0.8473963296898858,2.068958951974795,0.2542955326460481
B_Exp2_to_Exp1,V50_norm,1000,Kalman_Trend,873,2.256250280318033,5.999560401461982,0.3585337915234822
B_Exp2_to_Exp1,V50_norm,1000,Frozen_Ridge,873,1.7247700006889648,2.4697647702121466,0.5509736540664376
B_Exp2_to_Exp1,V50_norm,1000,Robust_Online_RLS,873,1.3782921467030649,2.2335469896175164,0.5326460481099656
B_Exp2_to_Exp1,V50_norm,1000,Safe_Ensemble,873,1.3989572958707026,2.1343577549784123,0.5521191294387171
B_Exp2_to_Exp1,instability_score,100,Zero_Delta,855,1.0871611749820207,3.200526016340644,0.1789473684210526
B_Exp2_to_Exp1,instability_score,100,Local_Linear,855,1.101746301098357,3.210760607420272,0.3345029239766082
B_Exp2_to_Exp1,instability_score,100,Kalman_Trend,855,1.2047305826639203,3.5725468202288893,0.3824561403508772
B_Exp2_to_Exp1,instability_score,100,Frozen_Ridge,855,4.893156685067966,5.838788153440948,0.3766081871345029
B_Exp2_to_Exp1,instability_score,100,Robust_Online_RLS,855,1.7947952084910446,3.966479275173133,0.4631578947368421
B_Exp2_to_Exp1,instability_score,100,Safe_Ensemble,855,2.260660304349684,4.249318279409923,0.4701754385964912
B_Exp2_to_Exp1,instability_score,500,Zero_Delta,847,2.776586309899965,7.012941360917033,0.1475796930342384
B_Exp2_to_Exp1,instability_score,500,Local_Linear,847,2.881554777264034,7.094441800267783,0.3341204250295159
B_Exp2_to_Exp1,instability_score,500,Kalman_Trend,847,4.405764867634003,10.791943277449151,0.4049586776859504
B_Exp2_to_Exp1,instability_score,500,Frozen_Ridge,847,8.976282134691509,10.550012361589962,0.4167650531286895
B_Exp2_to_Exp1,instability_score,500,Robust_Online_RLS,847,4.545876426539053,9.03190903958454,0.4498229043683589
B_Exp2_to_Exp1,instability_score,500,Safe_Ensemble,847,4.9951830579114365,8.967121773061148,0.448642266824085
B_Exp2_to_Exp1,instability_score,1000,Zero_Delta,837,3.994379469954444,9.04002779479954,0.1194743130227001
B_Exp2_to_Exp1,instability_score,1000,Local_Linear,837,4.211657419408127,9.156852582892418,0.3178016726403823
B_Exp2_to_Exp1,instability_score,1000,Kalman_Trend,837,8.061140997098388,18.653120573684674,0.4456391875746714
B_Exp2_to_Exp1,instability_score,1000,Frozen_Ridge,837,13.410523042820664,15.337036144858764,0.4551971326164875
B_Exp2_to_Exp1,instability_score,1000,Robust_Online_RLS,837,6.521110445786822,11.249202912422811,0.4301075268817204
B_Exp2_to_Exp1,instability_score,1000,Safe_Ensemble,837,7.054934563833636,11.242408638019596,0.4408602150537634
