row_type,dataset,feature_configuration,block_id,block_start_cycle,block_end_cycle,block_windows,pair_count,coefficients_json,coef__rx_mean,coef__rx_absmean,coef__rx_q05,coef__ry_mean,coef__ry_absmean,coef__ry_q05,coef__ry_p2p,coef__rs_mean,coef__rs_rms,left_block,right_block,comparison,coefficient_cosine,adjacent_cosine_median,adjacent_negative_fraction,distant_cosine_median,stable_major_coefficient_reversal,RANK_DIRECTION_INSTABILITY,passed
block,Exp1,F_core_v45,10.0,22810.5,31920.5,1823.0,800.0,"[0.6748537774453255, 0.677837921070497, -3.639160138038383, 0.45545630073568016, -1.31258285117539, 0.37432930387941327, 0.920371466117006, 0.8565801123090496, 2.019038296327173]",0.6748537774453255,0.677837921070497,-3.639160138038383,0.45545630073568016,-1.31258285117539,0.37432930387941327,0.920371466117006,0.8565801123090496,2.019038296327173,,,,,,,,,,
block,Exp1,F_core_v45,11.0,25090.5,34200.5,1823.0,800.0,"[0.9140250884817493, 0.9054642207993222, -0.2876980683734803, -1.0751036892397636, 0.44545378012979886, -1.336995600083893, -2.0712069844656114, 1.1247391272857927, 1.5535892911312894]",0.9140250884817493,0.9054642207993222,-0.2876980683734803,-1.0751036892397636,0.44545378012979886,-1.336995600083893,-2.0712069844656114,1.1247391272857927,1.5535892911312894,,,,,,,,,,
block,Exp1,F_core_v45,12.0,27370.5,36480.5,1823.0,800.0,"[-0.6101604069621053, -0.6101604069621053, -0.7860341655856046, -2.4431338113384076, 1.8801186973915367, -1.1963105356921855, -0.400172968292497, 0.4610214823990907, 1.8015988179339606]",-0.6101604069621053,-0.6101604069621053,-0.7860341655856046,-2.4431338113384076,1.8801186973915367,-1.1963105356921855,-0.400172968292497,0.4610214823990907,1.8015988179339606,,,,,,,,,,
block,Exp1,F_core_v45,13.0,29650.5,38760.5,1823.0,800.0,"[-0.19771984793817837, -0.19771984793817837, -1.1492728371012448, -1.7911266051482737, 1.8277435730406688, -2.8150442034411487, -0.7110714977405641, 1.097638597512883, 0.4131245803370975]",-0.19771984793817837,-0.19771984793817837,-1.1492728371012448,-1.7911266051482737,1.8277435730406688,-2.8150442034411487,-0.7110714977405641,1.097638597512883,0.4131245803370975,,,,,,,,,,
block,Exp1,F_core_v45,14.0,31930.5,41040.5,1823.0,800.0,"[-0.6357976043328784, -0.6357976043328784, 0.18538445674402862, -1.3497614210053586, 1.3265979018700784, -0.22755988877947056, -1.5472217096734753, 0.5631977080652673, -0.4719913543953974]",-0.6357976043328784,-0.6357976043328784,0.18538445674402862,-1.3497614210053586,1.3265979018700784,-0.22755988877947056,-1.5472217096734753,0.5631977080652673,-0.4719913543953974,,,,,,,,,,
block,Exp1,F_core_v45,15.0,34210.5,43320.5,1823.0,800.0,"[-0.1851966804502156, -0.18482926686116768, -1.4305505386031172, -0.3755105046267785, 0.7271037634128549, 1.5498994687677359, 0.3273925421399083, 0.17477773356493015, -0.003161534225645472]",-0.1851966804502156,-0.18482926686116768,-1.4305505386031172,-0.3755105046267785,0.7271037634128549,1.5498994687677359,0.3273925421399083,0.17477773356493015,-0.003161534225645472,,,,,,,,,,
block,Exp1,F_core_v45,16.0,36470.5,45580.5,1823.0,800.0,"[0.23084176440626067, 0.2217231720324479, -2.364034147573974, -0.9759300272043775, 0.9759300272043775, -0.3564009077837722, -0.5522239939966731, 0.724791465146694, 0.7492841549208479]",0.23084176440626067,0.2217231720324479,-2.364034147573974,-0.9759300272043775,0.9759300272043775,-0.3564009077837722,-0.5522239939966731,0.724791465146694,0.7492841549208479,,,,,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,1.0,adjacent,0.7204769009915156,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,2.0,distant,0.3637422761652757,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,3.0,distant,-0.10274610193938877,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,4.0,distant,0.40219350048641145,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,5.0,distant,-0.18341606782738873,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,6.0,distant,-0.06387114552632832,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,7.0,distant,-0.29763190157746555,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,8.0,distant,0.28571012782075733,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,9.0,distant,0.016069393156954832,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,10.0,distant,-0.43712795970472995,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,11.0,distant,-0.832451945319671,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,12.0,distant,-0.28496339195974985,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,13.0,distant,-0.3903043215458513,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,14.0,distant,0.06097691496542094,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,15.0,distant,0.40057855952600513,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,0.0,16.0,distant,-0.38615099854799095,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,2.0,adjacent,0.6947099020965588,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,3.0,distant,0.10689067215106586,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,4.0,distant,0.11768568248518262,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,5.0,distant,-0.2641327303950171,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,6.0,distant,0.1378856438551382,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,7.0,distant,-0.14196960636878567,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,8.0,distant,0.44253446898393534,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,9.0,distant,-0.034212418245246776,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,10.0,distant,-0.6061962053254053,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,11.0,distant,-0.5874205307163287,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,12.0,distant,-0.06927916923480441,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,13.0,distant,-0.04330310438134569,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,14.0,distant,0.0905012115947488,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,15.0,distant,-0.0728386919769544,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,1.0,16.0,distant,-0.4697982888932565,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,3.0,adjacent,0.4448212604528967,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,4.0,distant,-0.36796657091399115,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,5.0,distant,-0.6421311288880702,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,6.0,distant,0.5279268930769712,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,7.0,distant,0.3474740117218781,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,8.0,distant,0.5240516069426405,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,9.0,distant,-0.32027595431586303,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,10.0,distant,-0.7286573676437483,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,11.0,distant,-0.2008760883359117,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,12.0,distant,-0.3290600934798152,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,13.0,distant,-0.012953727973709986,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,14.0,distant,0.19353989872024774,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,15.0,distant,-0.40238114733248503,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,2.0,16.0,distant,-0.49611938999844735,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,4.0,adjacent,-0.2870495134839836,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,5.0,distant,-0.2512457435222186,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,6.0,distant,0.47464894745952524,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,7.0,distant,0.22938854716991058,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,8.0,distant,0.19381142059835005,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,9.0,distant,-0.034416737648798955,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,10.0,distant,-0.1399079253135881,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,11.0,distant,-0.018052776604881977,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,12.0,distant,-0.30691508789976496,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,13.0,distant,-0.07122925823918218,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,14.0,distant,-0.20197303748626955,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,15.0,distant,-0.2635814892470146,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,3.0,16.0,distant,-0.13866157550037017,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,5.0,adjacent,0.43458797048472203,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,6.0,distant,-0.8143358369114915,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,7.0,distant,-0.7597376151283289,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,8.0,distant,-0.11691126598085883,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,9.0,distant,-0.04760044503713685,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,10.0,distant,-0.23749949715232518,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,11.0,distant,-0.40031276436571234,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,12.0,distant,0.06995365215480193,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,13.0,distant,-0.4162087236392265,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,14.0,distant,-0.030880823305189452,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,15.0,distant,0.1682530903576857,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,4.0,16.0,distant,-0.3433766483033793,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,6.0,adjacent,-0.24145091694678392,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,7.0,distant,-0.12373796609882048,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,8.0,distant,0.06571157389695495,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,9.0,distant,0.5918250611720651,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,10.0,distant,0.3222650206722168,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,11.0,distant,-0.10638520040974014,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,12.0,distant,0.1623873253215304,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,13.0,distant,0.04414439760126979,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,14.0,distant,-0.3821110930597432,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,15.0,distant,-0.14821173525608072,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,5.0,16.0,distant,0.04056855833953353,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,6.0,7.0,adjacent,0.8820554922178219,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,6.0,8.0,distant,0.5715171034242537,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,6.0,9.0,distant,0.35507282873515955,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,6.0,10.0,distant,0.031108084898951265,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,6.0,11.0,distant,-0.07511736230908327,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,6.0,12.0,distant,-0.4000887494347025,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,6.0,13.0,distant,0.16399441126900777,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,6.0,14.0,distant,-0.15942486940116662,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,6.0,15.0,distant,-0.2959374335548849,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,6.0,16.0,distant,-0.012641551948811386,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,7.0,8.0,adjacent,0.6222234517331158,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,7.0,9.0,distant,0.3752432060891891,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,7.0,10.0,distant,0.07245999147957037,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,7.0,11.0,distant,0.07802491578297768,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,7.0,12.0,distant,-0.4629754223477302,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,7.0,13.0,distant,0.07099597325928572,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,7.0,14.0,distant,-0.18696717723900458,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,7.0,15.0,distant,-0.4845501423438663,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,7.0,16.0,distant,-0.10927866138350073,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,8.0,9.0,adjacent,0.5030405980669602,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,8.0,10.0,distant,-0.3671071073586431,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,8.0,11.0,distant,-0.5779274437353109,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,8.0,12.0,distant,-0.6790464624886317,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,8.0,13.0,distant,-0.3746680679135046,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,8.0,14.0,distant,-0.3816344913106193,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,8.0,15.0,distant,-0.5779113064413507,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,8.0,16.0,distant,-0.7488625105279589,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,9.0,10.0,adjacent,0.537070962061128,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,9.0,11.0,distant,-0.4906398748958551,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,9.0,12.0,distant,-0.34626384067709326,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,9.0,13.0,distant,-0.23198130546097478,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,9.0,14.0,distant,-0.7097728332240345,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,9.0,15.0,distant,-0.01494277928213844,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,9.0,16.0,distant,-0.0817434404085854,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,10.0,11.0,adjacent,0.172736521770227,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,10.0,12.0,distant,0.08952492880777752,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,10.0,13.0,distant,0.03887100848414096,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,10.0,14.0,distant,-0.46096918527990544,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,10.0,15.0,distant,0.44975527446248115,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,10.0,16.0,distant,0.6142551816209693,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,11.0,12.0,adjacent,0.5822229100665929,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,11.0,13.0,distant,0.6504339627263697,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,11.0,14.0,distant,0.4346314726794422,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,11.0,15.0,distant,-0.21231534692890808,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,11.0,16.0,distant,0.5706473278462433,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,12.0,13.0,adjacent,0.8245060022908516,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,12.0,14.0,distant,0.6190305897655277,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,12.0,15.0,distant,0.18731990810400892,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,12.0,16.0,distant,0.6752238931530579,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,13.0,14.0,adjacent,0.6141878883473176,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,13.0,15.0,distant,-0.07060852548739416,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,13.0,16.0,distant,0.6807997003250866,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,14.0,15.0,adjacent,0.10860093790198012,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,14.0,16.0,distant,0.3499476595396022,,,,,,
cosine,Exp1,F_core_v45,,,,,,,,,,,,,,,,15.0,16.0,adjacent,0.5404946326783617,,,,,,
summary,Exp1,F_core_v45,,,,,,,,,,,,,,,,,,,,0.5387827973697449,0.125,-0.07397802714301883,1.0,PASS,1.0
block,Exp1,F_no_rs,0.0,10.5,9120.5,1823.0,800.0,"[-2.1146842150134253, -2.1146842150134253, 0.8016223283197124, 0.6519369057278207, 1.7001373788861, 2.2939335939171825, 1.34197054336492]",-2.1146842150134253,-2.1146842150134253,0.8016223283197124,0.6519369057278207,1.7001373788861,2.2939335939171825,1.34197054336492,,,,,,,,,,,,
block,Exp1,F_no_rs,1.0,2290.5,11400.5,1823.0,800.0,"[-1.3741034666918877, -1.3741034666918877, 2.224847903810101, -0.3113432470910842, 0.738923715780835, 0.35098521261171783, 2.1348940798896865]",-1.3741034666918877,-1.3741034666918877,2.224847903810101,-0.3113432470910842,0.738923715780835,0.35098521261171783,2.1348940798896865,,,,,,,,,,,,
block,Exp1,F_no_rs,2.0,4570.5,13680.5,1823.0,800.0,"[-0.4756762176686817, -0.4756762176686817, 2.3884785190860836, 0.3265570202546121, 0.21687695081545155, -0.12994721964462239, 0.5213620625558896]",-0.4756762176686817,-0.4756762176686817,2.3884785190860836,0.3265570202546121,0.21687695081545155,-0.12994721964462239,0.5213620625558896,,,,,,,,,,,,
block,Exp1,F_no_rs,3.0,6850.5,15960.5,1823.0,800.0,"[-0.2727235404640424, -0.2727235404640424, 0.6165446026225351, -0.7825308849302615, -1.9819819932117866, -1.0637414978579114, 0.014970028840732416]",-0.2727235404640424,-0.2727235404640424,0.6165446026225351,-0.7825308849302615,-1.9819819932117866,-1.0637414978579114,0.014970028840732416,,,,,,,,,,,,
block,Exp1,F_no_rs,4.0,9130.5,18240.5,1823.0,800.0,"[-1.2371513102922826, -1.2371513102922826, 0.6734278533056388, -0.3181507539528268, 0.006052827417657966, 1.2745329180219862, 0.2639641424149802]",-1.2371513102922826,-1.2371513102922826,0.6734278533056388,-0.3181507539528268,0.006052827417657966,1.2745329180219862,0.2639641424149802,,,,,,,,,,,,
block,Exp1,F_no_rs,5.0,11410.5,20520.5,1823.0,800.0,"[-0.5505410989102697, -0.5505410989102697, -0.4580741882904176, 0.7783368805993354, -0.25102953023543717, -1.0408703099636025, 0.35040282036547177]",-0.5505410989102697,-0.5505410989102697,-0.4580741882904176,0.7783368805993354,-0.25102953023543717,-1.0408703099636025,0.35040282036547177,,,,,,,,,,,,
block,Exp1,F_no_rs,6.0,13690.5,22800.5,1823.0,800.0,"[-0.5637663048962909, -0.4991820763345322, -0.3358739110099745, 0.9744996399673739, -0.870879480491853, -1.8536548718269539, 0.19142160520219012]",-0.5637663048962909,-0.4991820763345322,-0.3358739110099745,0.9744996399673739,-0.870879480491853,-1.8536548718269539,0.19142160520219012,,,,,,,,,,,,
block,Exp1,F_no_rs,7.0,15970.5,25080.5,1823.0,800.0,"[-0.17667213047909536, -0.16184453951389316, 0.020088203094026143, 2.8028292047773227, -2.766853332632674, -2.4407888520872834, -0.6086322934773867]",-0.17667213047909536,-0.16184453951389316,0.020088203094026143,2.8028292047773227,-2.766853332632674,-2.4407888520872834,-0.6086322934773867,,,,,,,,,,,,
block,Exp1,F_no_rs,8.0,18250.5,27360.5,1823.0,800.0,"[-1.1109125456597526, -1.0820303879082487, 0.9337631435541406, 1.3720784974602271, -1.414097095940131, -0.8561774765203288, 1.0526795661630584]",-1.1109125456597526,-1.0820303879082487,0.9337631435541406,1.3720784974602271,-1.414097095940131,-0.8561774765203288,1.0526795661630584,,,,,,,,,,,,
